time_s,P_conv_W,P_xy10_W,P_cr5_W,P_total_W,i_conv_A,v_belt_m_s,x_belt_m,T_motor_K,x_xy10_m,y_xy10_m,z_xy10_m,vacuum_p_Pa,q2_cr5_rad,q2_dot_rad_s,xy10_active,cr5_active
24.150000,107.965869,2.367742,0.000000,110.333612,1.628591,0.196263,4.737585,298.358026,0.147402,0.140359,0.013247,30000.003493,1.499549,0.354118,1,0
24.160000,107.965844,2.350491,0.000000,110.316335,1.628592,0.196263,4.739548,298.360009,0.148311,0.141179,0.014247,30000.003267,1.503132,0.362456,1,0
24.170000,107.965816,2.322197,0.000000,110.288013,1.628593,0.196263,4.741511,298.361992,0.149220,0.141987,0.015247,30000.003057,1.506797,0.370333,1,0
24.180000,107.965786,2.289139,0.000000,110.254925,1.628594,0.196263,4.743473,298.363974,0.150128,0.142784,0.016247,30000.002860,1.510537,0.377740,1,0
24.190000,107.965755,2.327221,0.000000,110.292976,1.628594,0.196263,4.745436,298.365957,0.151037,0.143570,0.017247,30000.002675,1.514350,0.384669,1,0
24.200000,107.965721,2.293451,0.000000,110.259172,1.628595,0.196263,4.747398,298.367939,0.151946,0.144345,0.018247,30000.002503,1.518230,0.391110,1,0
24.210000,107.965685,2.267528,0.000000,110.233213,1.628596,0.196263,4.749361,298.369922,0.152855,0.145110,0.019247,30000.002341,1.522171,0.397055,1,0
24.220000,107.965647,2.236891,0.000000,110.202537,1.628597,0.196263,4.751324,298.371904,0.153763,0.145864,0.020247,30000.002190,1.526170,0.402496,1,0
24.230000,107.965607,2.263422,0.000000,110.229028,1.628598,0.196263,4.753286,298.373886,0.154672,0.146608,0.021247,30000.002049,1.530220,0.407425,1,0
24.240000,107.965564,2.245711,0.000000,110.211275,1.628598,0.196263,4.755249,298.375869,0.155581,0.147342,0.022247,30000.001917,1.534317,0.411836,1,0
24.250000,107.965519,2.179397,0.000000,110.144916,1.628599,0.196263,4.757212,298.377851,0.156489,0.148065,0.023247,30000.001793,1.538455,0.415723,1,0
24.260000,107.965472,2.242145,0.000000,110.207617,1.628600,0.196263,4.759174,298.379833,0.157398,0.148778,0.024247,30000.001678,1.542630,0.419081,1,0
24.270000,107.965423,2.219260,0.000000,110.184682,1.628601,0.196263,4.761137,298.381815,0.158307,0.149482,0.025247,30000.001569,1.546836,0.421906,1,0
24.280000,107.965371,2.207015,0.000000,110.172385,1.628602,0.196263,4.763099,298.383797,0.159216,0.150176,0.026247,30000.001468,1.551067,0.424193,1,0
24.290000,107.965316,2.181081,0.000000,110.146397,1.628603,0.196263,4.765062,298.385779,0.160124,0.150861,0.027247,30000.001373,1.555319,0.425939,1,0
24.300000,107.965262,2.185362,0.000000,110.150624,1.628603,0.196263,4.767025,298.387761,0.161033,0.151536,0.028247,30000.001285,1.559585,0.427142,1,0
24.310000,107.965209,2.129177,0.000000,110.094386,1.628603,0.196263,4.768987,298.389743,0.161942,0.152202,0.029247,30000.001202,1.563860,0.427799,1,0
24.320000,107.965154,2.162664,0.000000,110.127818,1.628604,0.196263,4.770950,298.391725,0.162850,0.152858,0.030247,30000.001125,1.568140,0.427910,1,0
24.330000,107.965098,2.096107,0.000000,110.061205,1.628604,0.196263,4.772913,298.393706,0.163759,0.153506,0.031247,30000.001052,1.572418,0.427475,1,0
24.340000,107.965041,2.099253,0.000000,110.064295,1.628604,0.196263,4.774875,298.395688,0.164668,0.154144,0.032247,30000.000984,1.576688,0.426494,1,0
24.350000,107.964983,2.145463,0.000000,110.110447,1.628605,0.196263,4.776838,298.397670,0.165577,0.154774,0.033247,30000.000921,1.580946,0.424968,1,0
24.360000,107.964924,2.129236,0.000000,110.094160,1.628605,0.196263,4.778800,298.399651,0.166485,0.155396,0.034247,30000.000861,1.585187,0.422900,1,0
24.370000,107.964865,2.118387,0.000000,110.083252,1.628605,0.196263,4.780763,298.401633,0.167394,0.156008,0.035247,30000.000806,1.589403,0.420292,1,0
24.380000,107.964804,2.093913,0.000000,110.058717,1.628605,0.196263,4.782726,298.403614,0.168303,0.156613,0.036247,30000.000754,1.593591,0.417148,1,0
24.390000,107.964743,2.099472,0.000000,110.064215,1.628605,0.196263,4.784688,298.405595,0.169211,0.157209,0.037247,30000.000705,1.597745,0.413471,1,0
24.400000,107.964680,2.103589,0.000000,110.068270,1.628605,0.196263,4.786651,298.407577,0.170120,0.157796,0.038247,30000.000660,1.601859,0.409268,1,0
24.410000,107.964617,2.031586,0.000000,109.996203,1.628606,0.196263,4.788614,298.409558,0.171029,0.158376,0.039247,30000.000617,1.605929,0.404544,1,0
24.420000,107.964554,2.075603,0.000000,110.040157,1.628606,0.196263,4.790576,298.411539,0.171938,0.158948,0.040247,30000.000577,1.609949,0.399306,1,0
24.430000,107.964490,2.045989,0.000000,110.010480,1.628606,0.196263,4.792539,298.413520,0.172846,0.159512,0.041247,30000.000540,1.613914,0.393562,1,0
24.440000,107.964426,2.104965,0.000000,110.069391,1.628606,0.196263,4.794502,298.415502,0.173755,0.160068,0.042247,30000.000505,1.617819,0.387321,1,0
24.450000,107.964361,2.064869,0.000000,110.029230,1.628606,0.196263,4.796464,298.417483,0.174664,0.160616,0.043247,30000.000473,1.621659,0.380588,1,0
24.460000,107.964296,1.993192,0.000000,109.957488,1.628606,0.196263,4.798427,298.419464,0.175573,0.161157,0.044247,30000.000442,1.625429,0.373375,1,0
24.470000,107.964231,2.021192,0.000000,109.985423,1.628605,0.196263,4.800389,298.421445,0.176481,0.161691,0.045247,30000.000414,1.629125,0.365693,1,0
24.480000,107.964166,2.042362,0.000000,110.006528,1.628605,0.196263,4.802352,298.423425,0.177390,0.162217,0.046247,30000.000387,1.632742,0.357553,1,0
24.490000,107.964100,2.015006,0.000000,109.979106,1.628605,0.196263,4.804315,298.425406,0.178299,0.162736,0.047247,30000.000362,1.636275,0.348966,1,0
24.500000,107.964035,1.994090,0.000000,109.958126,1.628605,0.196263,4.806277,298.427387,0.179207,0.163248,0.048247,30000.000339,1.639720,0.339947,1,0
24.510000,107.963970,1.977645,0.000000,109.941615,1.628605,0.196263,4.808240,298.429368,0.180116,0.163753,0.049247,30000.000317,1.643072,0.330505,1,0
24.520000,107.963906,1.609229,0.000000,109.573134,1.628604,0.196263,4.810203,298.431348,0.181025,0.164250,0.049683,30000.000296,1.646328,0.320652,1,0
24.530000,107.963841,1.474232,0.000000,109.438074,1.628604,0.196263,4.812165,298.433329,0.181934,0.164741,0.049864,30000.000277,1.649484,0.310406,1,0
24.540000,107.963778,1.405343,0.000000,109.369121,1.628604,0.196263,4.814128,298.435309,0.182842,0.165225,0.049942,30000.000259,1.652535,0.299780,1,0
24.550000,107.963715,1.378211,0.000000,109.341926,1.628603,0.196263,4.816090,298.437290,0.183751,0.165703,0.049975,30000.000243,1.655478,0.288791,1,0
24.560000,107.963652,1.344835,0.000000,109.308487,1.628603,0.196263,4.818053,298.439270,0.184659,0.166174,0.049989,30000.000227,1.658309,0.277453,1,0
24.570000,107.963591,1.318579,0.000000,109.282169,1.628603,0.196263,4.820016,298.441251,0.185556,0.166638,0.049995,30000.000212,1.661026,0.265783,1,0
24.580000,107.963530,1.296160,0.000000,109.259690,1.628602,0.196263,4.821978,298.443231,0.186438,0.167095,0.049997,30000.000199,1.663623,0.253792,1,0
24.590000,107.963471,1.275098,0.000000,109.238569,1.628602,0.196263,4.823941,298.445211,0.187305,0.167543,0.049998,30000.000187,1.666100,0.241501,1,0
24.600000,107.963412,1.254572,0.000000,109.217984,1.628601,0.196263,4.825904,298.447192,0.188161,0.167986,0.049999,30000.000175,1.668452,0.228927,1,0
24.610000,107.963356,1.234558,0.000000,109.197913,1.628600,0.196263,4.827866,298.449172,0.189002,0.168421,0.049999,30000.000164,1.670676,0.216086,1,0
24.620000,107.963300,1.215198,0.000000,109.178499,1.628600,0.196263,4.829829,298.451152,0.189821,0.168845,0.049999,30000.000155,1.672772,0.202997,1,0
24.630000,107.963246,1.196068,0.000000,109.159314,1.628599,0.196263,4.831791,298.453132,0.190635,0.169266,0.049999,30000.000145,1.674735,0.189678,1,0
24.640000,107.963194,1.177191,0.000000,109.140385,1.628598,0.196263,4.833754,298.455112,0.191440,0.169683,0.049999,30000.000136,1.676564,0.176143,1,0
24.650000,107.963144,1.158860,0.000000,109.122004,1.628597,0.196263,4.835717,298.457092,0.192226,0.170089,0.049999,30000.000129,1.678256,0.162412,1,0
24.660000,107.963096,1.140599,0.000000,109.103695,1.628597,0.196263,4.837679,298.459072,0.193012,0.170496,0.049999,30000.000121,1.679810,0.148504,1,0
24.670000,107.963050,1.122871,0.000000,109.085922,1.628596,0.196263,4.839642,298.461051,0.193778,0.170892,0.049999,30000.000114,1.681224,0.134437,1,0
24.680000,107.963007,1.105356,0.000000,109.068363,1.628595,0.196263,4.841605,298.463031,0.194537,0.171285,0.049999,30000.000107,1.682497,0.120228,1,0
24.690000,107.962966,1.087965,0.000000,109.050931,1.628594,0.196263,4.843567,298.465011,0.195294,0.171676,0.049999,30000.000100,1.683628,0.105897,1,0
24.700000,107.962928,1.070934,0.000000,109.033862,1.628593,0.196263,4.845530,298.466990,0.196037,0.172061,0.049999,30000.000094,1.684614,0.091461,1,0
24.710000,107.962892,1.054143,0.000000,109.017036,1.628591,0.196263,4.847492,298.468970,0.196773,0.172442,0.049999,30000.000088,1.685456,0.076939,1,0
24.720000,107.962860,1.037590,0.000000,109.000450,1.628590,0.196263,4.849455,298.470949,0.197501,0.172819,0.049999,30000.000082,1.686151,0.062349,1,0
24.730000,107.962830,1.021272,0.000000,108.984102,1.628589,0.196263,4.851418,298.472929,0.198221,0.173191,0.049999,30000.000077,1.686701,0.047710,1,0
24.740000,107.962805,1.005201,0.000000,108.968006,1.628588,0.196263,4.853380,298.474908,0.198932,0.173559,0.049999,30000.000072,1.687104,0.033039,1,0
24.750000,107.962782,0.989433,0.000000,108.952215,1.628586,0.196263,4.855343,298.476888,0.199633,0.173922,0.049999,30000.000067,1.687361,0.018354,1,0
24.760000,107.962763,0.973920,0.000000,108.936684,1.628585,0.196263,4.857306,298.478867,0.200324,0.174279,0.049999,30000.000063,1.687471,0.003673,1,0
24.770000,107.962749,0.958661,0.000000,108.921409,1.628583,0.196263,4.859268,298.480846,0.201006,0.174632,0.049999,30000.000059,1.687433,-0.010984,1,0
24.780000,107.962738,0.943652,0.000000,108.906390,1.628582,0.196263,4.861231,298.482825,0.201679,0.174980,0.049999,30000.000055,1.687250,-0.025601,1,0
24.790000,107.962731,0.928892,0.000000,108.891623,1.628580,0.196263,4.863193,298.484805,0.202343,0.175324,0.049999,30000.000051,1.686920,-0.040160,1,0
24.800000,107.962729,0.914367,0.000000,108.877096,1.628579,0.196263,4.865156,298.486784,0.202999,0.175663,0.049999,30000.000048,1.686446,-0.054644,1,0
24.810000,107.962732,0.900084,0.000000,108.862816,1.628577,0.196263,4.867119,298.488763,0.203645,0.175997,0.049999,30000.000045,1.685827,-0.069037,1,0
24.820000,107.962740,0.886041,0.000000,108.848781,1.628575,0.196263,4.869081,298.490742,0.204282,0.176327,0.049999,30000.000042,1.685065,-0.083320,1,0
24.830000,107.962752,0.872237,0.000000,108.834989,1.628573,0.196263,4.871044,298.492721,0.204911,0.176652,0.049999,30000.000039,1.684160,-0.097476,1,0
24.840000,107.962770,0.858659,0.000000,108.821430,1.628571,0.196263,4.873007,298.494699,0.205531,0.176973,0.049999,30000.000036,1.683115,-0.111488,1,0
24.850000,107.962794,0.845260,0.000000,108.808054,1.628569,0.196263,4.874969,298.496678,0.206144,0.177290,0.049999,30000.000034,1.681930,-0.125340,1,0
24.860000,107.962823,0.832074,0.000000,108.794897,1.628567,0.196263,4.876932,298.498657,0.206749,0.177604,0.049999,30000.000031,1.680608,-0.139017,1,0
24.870000,107.962858,0.819100,0.000000,108.781958,1.628565,0.196263,4.878894,298.500636,0.207346,0.177912,0.049999,30000.000029,1.679150,-0.152502,1,0
24.880000,107.962899,0.806335,0.000000,108.769234,1.628563,0.196263,4.880857,298.502614,0.207935,0.178217,0.049999,30000.000027,1.677558,-0.165779,1,0
24.890000,107.962947,0.793779,0.000000,108.756726,1.628561,0.196263,4.882820,298.504593,0.208516,0.178518,0.049999,30000.000025,1.675834,-0.178834,1,0
24.900000,107.963001,0.781431,0.000000,108.744433,1.628558,0.196263,4.884782,298.506571,0.209089,0.178814,0.049999,30000.000023,1.673982,-0.191649,1,0
24.910000,107.963063,0.769289,0.000000,108.732351,1.628556,0.196263,4.886745,298.508550,0.209653,0.179106,0.049999,30000.000021,1.672002,-0.204210,1,0
24.920000,107.963131,0.757351,0.000000,108.720482,1.628553,0.196263,4.888708,298.510528,0.210210,0.179394,0.049999,30000.000020,1.669898,-0.216504,1,0
24.930000,107.963207,0.745617,0.000000,108.708823,1.628551,0.196263,4.890670,298.512506,0.210758,0.179678,0.049999,30000.000018,1.667672,-0.228514,1,0
24.940000,107.963271,0.734075,0.000000,108.697346,1.628550,0.196263,4.892633,298.514485,0.211299,0.179958,0.049999,30000.000017,1.665328,-0.240227,1,0
24.950000,107.963329,0.722644,0.000000,108.685973,1.628549,0.196263,4.894595,298.516463,0.211835,0.180235,0.049999,30000.000015,1.662868,-0.251631,1,0
24.960000,107.963388,0.711397,0.000000,108.674785,1.628549,0.196263,4.896558,298.518441,0.212363,0.180509,0.049999,30000.000014,1.660296,-0.262709,1,0
24.970000,107.963450,0.700331,0.000000,108.663781,1.628548,0.196263,4.898521,298.520419,0.212885,0.180778,0.049999,30000.000013,1.657615,-0.273450,1,0
24.980000,107.963513,0.689446,0.000000,108.652959,1.628548,0.196263,4.900483,298.522397,0.213399,0.181044,0.049999,30000.000012,1.654828,-0.283840,1,0
24.990000,107.963578,0.678741,0.000000,108.642320,1.628548,0.196263,4.902446,298.524375,0.213905,0.181306,0.049999,30000.000011,1.651939,-0.293868,1,0
25.000000,107.963645,0.668215,0.000000,108.631860,1.628547,0.196263,4.904409,298.526353,0.214404,0.181564,0.049999,30000.000010,1.648951,-0.303520,1,0
25.010000,107.963714,0.657867,0.000000,108.621580,1.628547,0.196263,4.906371,298.528330,0.214895,0.181819,0.049999,30000.000009,1.645869,-0.312786,1,0
25.020000,107.963784,0.647695,0.000000,108.611479,1.628547,0.196263,4.908334,298.530308,0.215380,0.182069,0.049999,30000.000008,1.642697,-0.321654,1,0
25.030000,107.963856,0.637699,0.000000,108.601555,1.628546,0.196263,4.910297,298.532286,0.215856,0.182316,0.049999,30000.000008,1.639437,-0.330113,1,0
25.040000,107.963929,0.627872,0.000000,108.591801,1.628546,0.196263,4.912259,298.534263,0.216326,0.182559,0.049999,30000.000007,1.636095,-0.338153,1,0
25.050000,107.964003,0.618099,0.000000,108.582102,1.628546,0.196263,4.914222,298.536241,0.216793,0.182800,0.049999,30000.000006,1.632675,-0.345763,1,0
25.060000,107.964079,0.608478,0.000000,108.572556,1.628546,0.196263,4.916184,298.538218,0.217253,0.183039,0.049999,30000.000006,1.629181,-0.352934,1,0
25.070000,107.964155,0.599007,0.000000,108.563163,1.628546,0.196263,4.918147,298.540196,0.217707,0.183273,0.049999,30000.000005,1.625618,-0.359657,1,0
25.080000,107.964233,0.589687,0.000000,108.553920,1.628545,0.196263,4.920110,298.542173,0.218155,0.183505,0.049999,30000.000005,1.621989,-0.365923,1,0
25.090000,107.964312,0.580517,0.000000,108.544828,1.628545,0.196263,4.922072,298.544150,0.218595,0.183733,0.049999,30000.000004,1.618300,-0.371725,1,0
25.100000,107.964391,0.571495,0.000000,108.535886,1.628545,0.196263,4.924035,298.546128,0.219030,0.183958,0.049999,30000.000004,1.614556,-0.377055,1,0
25.110000,107.964471,0.562622,0.000000,108.527093,1.628545,0.196263,4.925998,298.548105,0.219458,0.184179,0.049999,30000.000004,1.610760,-0.381906,1,0
25.120000,107.964552,0.553897,0.000000,108.518448,1.628545,0.196263,4.927960,298.550082,0.219879,0.184397,0.049999,30000.000003,1.606919,-0.386272,1,0
25.130000,107.964633,0.545318,0.000000,108.509951,1.628545,0.196263,4.929923,298.552059,0.220294,0.184612,0.049999,30000.000003,1.603036,-0.390147,1,0
25.140000,107.964714,0.536886,0.000000,108.501601,1.628545,0.196263,4.931885,298.554036,0.220702,0.184823,0.049999,30000.000003,1.599117,-0.393525,1,0
25.150000,107.964796,0.528486,0.000000,108.493282,1.628545,0.196263,4.933848,298.556013,0.221109,0.185033,0.049999,30000.000002,1.595167,-0.396402,1,0
25.160000,107.964878,0.520211,0.000000,108.485089,1.628546,0.196263,4.935811,298.557990,0.221509,0.185241,0.049999,30000.000002,1.591190,-0.398776,1,0
25.170000,107.964960,0.512062,0.000000,108.477022,1.628546,0.196263,4.937773,298.559966,0.221904,0.185445,0.049999,30000.000002,1.587192,-0.400641,1,0
25.180000,107.965042,0.504037,0.000000,108.469079,1.628546,0.196263,4.939736,298.561943,0.222294,0.185647,0.049999,30000.000002,1.583179,-0.401997,1,0
25.190000,107.965124,0.496137,0.000000,108.461261,1.628546,0.196263,4.941699,298.563920,0.222677,0.185845,0.049999,30000.000001,1.579154,-0.402840,1,0
25.200000,107.965205,0.488361,0.000000,108.453566,1.628546,0.196263,4.943661,298.565896,0.223055,0.186041,0.049999,30000.000001,1.575123,-0.403170,1,0
25.210000,107.965286,0.480709,0.000000,108.445995,1.628547,0.196263,4.945624,298.567873,0.223428,0.186233,0.049999,30000.000001,1.571092,-0.402987,1,0
25.220000,107.965366,0.473180,0.000000,108.438546,1.628547,0.196263,4.947586,298.569849,0.223794,0.186423,0.049999,30000.000001,1.567065,-0.402290,1,0
25.230000,107.965446,0.465774,0.000000,108.431220,1.628547,0.196263,4.949549,298.571826,0.224155,0.186610,0.049999,30000.000001,1.563047,-0.401081,1,0
25.240000,107.965525,0.458491,0.000000,108.424016,1.628548,0.196263,4.951512,298.573802,0.224510,0.186794,0.049999,30000.000001,1.559045,-0.399362,1,0
25.250000,107.965603,0.451272,0.000000,108.416875,1.628548,0.196263,4.953474,298.575779,0.224862,0.186976,0.049999,30000.000001,1.555062,-0.397135,1,0
25.260000,107.965679,0.444155,0.000000,108.409835,1.628549,0.196263,4.955437,298.577755,0.225209,0.187155,0.049999,30000.000001,1.551104,-0.394403,1,0
25.270000,107.965755,0.437142,0.000000,108.402897,1.628549,0.196263,4.957400,298.579731,0.225551,0.187332,0.049999,30000.000001,1.547175,-0.391169,1,0
25.280000,107.965829,0.430230,0.000000,108.396059,1.628550,0.196263,4.959362,298.581707,0.225889,0.187507,0.049999,30000.000001,1.543282,-0.387438,1,0
25.290000,107.965902,0.423418,0.000000,108.389320,1.628550,0.196263,4.961325,298.583683,0.226221,0.187679,0.049999,30000.000001,1.539428,-0.383216,1,0
25.300000,107.965973,0.416704,0.000000,108.382677,1.628551,0.196263,4.963287,298.585659,0.226549,0.187848,0.049999,30000.000001,1.535619,-0.378508,1,0
25.310000,107.966042,0.410087,0.000000,108.376129,1.628552,0.196263,4.965250,298.587635,0.226872,0.188016,0.049999,30000.000001,1.531859,-0.373323,1,0
25.320000,107.966110,0.403565,0.000000,108.369674,1.628552,0.196263,4.967213,298.589611,0.227190,0.188180,0.049999,30000.000001,1.528154,-0.367666,1,0
25.330000,107.966175,0.397136,0.000000,108.363311,1.628553,0.196263,4.969175,298.591587,0.227504,0.188343,0.049999,30000.000001,1.524507,-0.361544,1,0
25.340000,107.966238,0.390799,0.000000,108.357037,1.628554,0.196263,4.971138,298.593563,0.227813,0.188503,0.049999,30000.000001,1.520924,-0.354967,1,0
25.350000,107.966299,0.384553,0.000000,108.350851,1.628555,0.196263,4.973101,298.595538,0.228118,0.188661,0.049999,30000.000001,1.517409,-0.347945,1,0
25.360000,107.966357,0.378395,0.000000,108.344752,1.628556,0.196263,4.975063,298.597514,0.228419,0.188816,0.049999,30000.000001,1.513967,-0.340487,1,0
25.370000,107.966413,0.372324,0.000000,108.338737,1.628556,0.196263,4.977026,298.599489,0.228715,0.188970,0.049999,30000.000001,1.510601,-0.332605,1,0
25.380000,107.966466,0.366339,0.000000,108.332805,1.628557,0.196263,4.978988,298.601465,0.229007,0.189121,0.049999,30000.000001,1.507316,-0.324307,1,0
25.390000,107.966516,0.360438,0.000000,108.326954,1.628558,0.196263,4.980951,298.603440,0.229295,0.189270,0.049999,30000.000001,1.504115,-0.315606,1,0
25.400000,107.966562,0.354620,0.000000,108.321183,1.628559,0.196263,4.982914,298.605416,0.229579,0.189417,0.049999,30000.000001,1.501003,-0.306514,1,0
25.410000,107.966606,0.348884,0.000000,108.315490,1.628560,0.196263,4.984876,298.607391,0.229858,0.189561,0.049999,30000.000001,1.497984,-0.297044,1,0
25.420000,107.966646,0.343227,0.000000,108.309873,1.628561,0.196263,4.986839,298.609366,0.230134,0.189704,0.049999,30000.000001,1.495062,-0.287210,1,0
25.430000,107.966683,0.337648,0.000000,108.304331,1.628563,0.196263,4.988802,298.611341,0.230406,0.189845,0.049999,30000.000001,1.492240,-0.277027,1,0
25.440000,107.966716,0.332147,0.000000,108.298863,1.628564,0.196263,4.990764,298.613317,0.230674,0.189983,0.049999,30000.000001,1.489521,-0.266503,1,0
25.450000,107.966745,0.326723,0.000000,108.293468,1.628565,0.196263,4.992727,298.615292,0.230938,0.190120,0.049999,30000.000001,1.486909,-0.255657,1,0
25.460000,107.966770,0.321374,0.000000,108.288143,1.628566,0.196263,4.994689,298.617267,0.231199,0.190255,0.049999,30000.000001,1.484406,-0.244503,1,0
25.470000,107.966790,0.316098,0.000000,108.282888,1.628568,0.196263,4.996652,298.619242,0.231455,0.190388,0.049999,30000.000001,1.482017,-0.233057,1,0
25.480000,107.966807,0.310893,0.000000,108.277700,1.628569,0.196263,4.998615,298.621216,0.231708,0.190519,0.049999,30000.000001,1.479744,-0.221337,1,0
25.490000,107.966819,0.305760,0.000000,108.272579,1.628570,0.196263,5.000577,298.623191,0.231958,0.190648,0.049999,30000.000001,1.477589,-0.209356,1,0
25.500000,107.966826,0.300695,0.000000,108.267521,1.628572,0.196263,5.002540,298.625166,0.232204,0.190775,0.049999,30000.000001,1.475555,-0.197127,1,0
25.510000,107.966828,0.295699,0.000000,108.262527,1.628573,0.196263,5.004503,298.627141,0.232447,0.190901,0.049999,30000.000001,1.473645,-0.184670,1,0
25.520000,107.966826,0.290769,0.000000,108.257594,1.628575,0.196263,5.006465,298.629115,0.232686,0.191025,0.049999,30000.000001,1.471860,-0.172002,1,0
25.530000,107.966818,0.285904,0.000000,108.252722,1.628576,0.196263,5.008428,298.631090,0.232922,0.191147,0.049999,30000.000001,1.470203,-0.159141,1,0
25.540000,107.966804,0.281104,0.000000,108.247908,1.628578,0.196263,5.010390,298.633064,0.233155,0.191268,0.049999,30000.000001,1.468676,-0.146104,1,0
25.550000,107.966786,0.276366,0.000000,108.243152,1.628580,0.196263,5.012353,298.635039,0.233385,0.191387,0.049999,30000.000002,1.467280,-0.132906,1,0
25.560000,107.966761,0.271690,0.000000,108.238451,1.628581,0.196263,5.014316,298.637013,0.233611,0.191504,0.049999,30000.000002,1.466017,-0.119561,1,0
25.570000,107.966731,0.267074,0.000000,108.233805,1.628583,0.196263,5.016278,298.638987,0.233835,0.191620,0.049999,30000.000002,1.464887,-0.106091,1,0
25.580000,107.966723,0.262518,0.000000,108.229241,1.628584,0.196263,5.018241,298.640962,0.234055,0.191734,0.049999,30000.000002,1.463893,-0.092513,1,0
25.590000,107.966721,0.258019,0.000000,108.224740,1.628585,0.196263,5.020204,298.642936,0.234273,0.191846,0.049999,30000.000002,1.463036,-0.078846,1,0
25.600000,107.966716,0.253578,0.000000,108.220294,1.628585,0.196263,5.022166,298.644910,0.234488,0.191957,0.049999,30000.000002,1.462316,-0.065108,1,0
25.610000,107.966710,0.249192,0.000000,108.215902,1.628586,0.196263,5.024129,298.646884,0.234700,0.192067,0.049999,30000.000001,1.461733,-0.051310,1,0
25.620000,107.966701,0.244860,0.000000,108.211561,1.628586,0.196263,5.026091,298.648858,0.234909,0.192176,0.049999,30000.000001,1.461289,-0.037471,1,0
25.630000,107.966691,0.240582,0.000000,108.207273,1.628587,0.196263,5.028054,298.650832,0.235115,0.192282,0.049999,30000.000001,1.460983,-0.023611,1,0
25.640000,107.966678,0.236356,0.000000,108.203034,1.628587,0.196263,5.030017,298.652806,0.235319,0.192388,0.049999,30000.000001,1.460816,-0.009748,1,0
25.650000,107.966663,0.232215,0.000000,108.198878,1.628588,0.196263,5.031979,298.654780,0.235519,0.192492,0.049999,30000.000001,1.460788,0.004101,1,0
25.660000,107.966647,0.228142,0.000000,108.194789,1.628589,0.196263,5.033942,298.656754,0.235716,0.192593,0.049999,30000.000001,1.460898,0.017919,1,0
25.670000,107.966628,0.224125,0.000000,108.190753,1.628589,0.196263,5.035905,298.658728,0.235910,0.192694,0.049999,30000.000001,1.461146,0.031695,1,0
25.680000,107.966608,0.220162,0.000000,108.186770,1.628590,0.196263,5.037867,298.660701,0.236101,0.192793,0.049999,30000.000001,1.461532,0.045407,1,0
25.690000,107.966585,0.216253,0.000000,108.182838,1.628590,0.196263,5.039830,298.662675,0.236290,0.192891,0.049999,30000.000001,1.462054,0.059040,1,0
25.700000,107.966561,0.212396,0.000000,108.178957,1.628590,0.196263,5.041792,298.664649,0.236476,0.192987,0.049999,30000.000001,1.462712,0.072576,1,0
25.710000,107.966535,0.208591,0.000000,108.175126,1.628591,0.196263,5.043755,298.666622,0.236660,0.193082,0.049999,30000.000001,1.463505,0.085998,1,0
25.720000,107.966508,0.204837,0.000000,108.171344,1.628591,0.196263,5.045718,298.668595,0.236841,0.193176,0.049999,30000.000001,1.464432,0.099292,1,0
25.730000,107.966478,0.201132,0.000000,108.167611,1.628592,0.196263,5.047680,298.670569,0.237020,0.193269,0.049999,30000.000001,1.465491,0.112443,1,0
25.740000,107.966447,0.197477,0.000000,108.163925,1.628592,0.196263,5.049643,298.672542,0.237196,0.193360,0.049999,30000.000001,1.466681,0.125434,1,0
25.750000,107.966415,0.193870,0.000000,108.160285,1.628592,0.196263,5.051606,298.674515,0.237370,0.193450,0.049999,30000.000001,1.467999,0.138250,1,0
25.760000,107.966381,0.190311,0.000000,108.156692,1.628593,0.196263,5.053568,298.676489,0.237542,0.193539,0.049999,30000.000001,1.469445,0.150876,1,0
25.770000,107.966346,0.186798,0.000000,108.153143,1.628593,0.196263,5.055531,298.678462,0.237711,0.193627,0.049999,30000.000001,1.471017,0.163296,1,0
25.780000,107.966309,0.183331,0.000000,108.149639,1.628593,0.196263,5.057494,298.680435,0.237879,0.193714,0.049999,30000.000001,1.472711,0.175497,1,0
25.790000,107.966271,0.179908,0.000000,108.146179,1.628594,0.196263,5.059456,298.682408,0.238044,0.193799,0.049999,30000.000001,1.474526,0.187464,1,0
25.800000,107.966232,0.176530,0.000000,108.142761,1.628594,0.196263,5.061419,298.684381,0.238207,0.193884,0.049999,30000.000001,1.476460,0.199183,1,0
25.810000,107.966191,0.173195,0.000000,108.139386,1.628594,0.196263,5.063381,298.686354,0.238368,0.193967,0.049999,30000.000001,1.478509,0.210640,1,0
25.820000,107.966150,0.169902,0.000000,108.136052,1.628594,0.196263,5.065344,298.688327,0.238527,0.194049,0.049999,30000.000001,1.480672,0.221822,1,0
25.830000,107.966107,0.166651,0.000000,108.132759,1.628594,0.196263,5.067307,298.690299,0.238685,0.194131,0.049999,30000.000001,1.482945,0.232716,1,0
25.840000,107.966064,0.163441,0.000000,108.129505,1.628594,0.196263,5.069269,298.692272,0.238840,0.194211,0.049999,30000.000001,1.485325,0.243309,1,0
25.850000,107.966020,0.160301,0.000000,108.126321,1.628594,0.196263,5.071232,298.694245,0.238992,0.194290,0.049999,30000.000001,1.487810,0.253587,1,0
25.860000,107.965975,0.157224,0.000000,108.123199,1.628594,0.196263,5.073195,298.696217,0.239142,0.194368,0.049999,30000.000001,1.490396,0.263539,1,0
