time_s,P_conv_W,P_xy10_W,P_cr5_W,P_total_W,i_conv_A,v_belt_m_s,x_belt_m,T_motor_K,x_xy10_m,y_xy10_m,z_xy10_m,vacuum_p_Pa,q2_cr5_rad,q2_dot_rad_s,xy10_active,cr5_active
8.890000,107.965951,1.848286,0.000000,109.814237,1.628579,0.196263,1.742617,295.262102,0.123776,0.117240,-0.000001,30000.018933,1.954105,-1.672202,1,0
8.900000,107.965971,1.864801,0.000000,109.830771,1.628580,0.196263,1.744580,295.264178,0.124684,0.118075,-0.000001,30000.017712,1.937120,-1.724724,1,0
8.910000,107.965991,1.866049,0.000000,109.832040,1.628580,0.196263,1.746542,295.266253,0.125593,0.118926,-0.000001,30000.016570,1.919612,-1.776740,1,0
8.920000,107.966012,1.895384,0.000000,109.861396,1.628580,0.196263,1.748505,295.268329,0.126502,0.119793,-0.000001,30000.015501,1.901587,-1.827887,1,0
8.930000,107.966033,2.031110,0.000000,109.997143,1.628580,0.196263,1.750467,295.270404,0.127410,0.120675,-0.000001,30000.014501,1.883057,-1.877792,1,0
8.940000,107.966054,1.908217,0.000000,109.874272,1.628580,0.196263,1.752430,295.272479,0.128319,0.121572,-0.000001,30000.013566,1.864036,-1.926083,1,0
8.950000,107.966076,1.886080,0.000000,109.852157,1.628580,0.196263,1.754393,295.274554,0.129228,0.122481,-0.000001,30000.012691,1.844541,-1.972387,1,0
8.960000,107.966098,1.870379,0.000000,109.836477,1.628580,0.196263,1.756355,295.276629,0.130137,0.123390,-0.000001,30000.011873,1.824594,-2.016370,1,0
8.970000,107.966114,1.870394,0.000000,109.836508,1.628580,0.196263,1.758318,295.278704,0.131045,0.124298,-0.000001,30000.011116,1.804220,-2.057722,1,0
8.980000,107.966122,1.870394,0.000000,109.836516,1.628580,0.196263,1.760281,295.280779,0.131954,0.125207,-0.000001,30000.010407,1.783447,-2.096176,1,0
8.990000,107.966130,1.870394,0.000000,109.836524,1.628580,0.196263,1.762243,295.282854,0.132863,0.126116,-0.000001,30000.009735,1.762305,-2.131524,1,0
9.000000,107.966137,1.870394,0.000000,109.836531,1.628580,0.196263,1.764206,295.284929,0.133772,0.127025,-0.000001,30000.009107,1.740826,-2.163582,1,0
9.010000,107.966143,1.870394,0.000000,109.836537,1.628581,0.196263,1.766168,295.287004,0.134680,0.127933,-0.000001,30000.008520,1.719043,-2.192249,1,0
9.020000,107.966148,2.388196,0.000000,110.354345,1.628581,0.196263,1.768131,295.289079,0.135589,0.128842,0.000579,30000.007971,1.696992,-2.217424,1,0
9.030000,107.966153,2.955844,0.000000,110.921997,1.628581,0.196263,1.770094,295.291153,0.136498,0.129751,0.001398,30000.007457,1.674706,-2.239087,1,0
9.040000,107.966157,3.749365,0.000000,111.715522,1.628581,0.196263,1.772056,295.293228,0.137406,0.130659,0.002318,30000.006976,1.652222,-2.257211,1,0
9.050000,107.966160,2.887042,0.000000,110.853202,1.628581,0.196263,1.774019,295.295303,0.138315,0.131568,0.003281,30000.006526,1.629574,-2.271814,1,0
9.060000,107.966163,2.075382,0.000000,110.041545,1.628582,0.196263,1.775982,295.297377,0.139224,0.132477,0.004264,30000.006105,1.606798,-2.282902,1,0
9.070000,107.966165,2.158470,0.000000,110.124635,1.628582,0.196263,1.777944,295.299451,0.140133,0.133386,0.005255,30000.005711,1.583929,-2.290494,1,0
9.080000,107.966166,2.375526,0.000000,110.341692,1.628582,0.196263,1.779907,295.301526,0.141041,0.134294,0.006251,30000.005343,1.561001,-2.294609,1,0
9.090000,107.966166,2.370446,0.000000,110.336612,1.628582,0.196263,1.781869,295.303600,0.141950,0.135197,0.007249,30000.004998,1.538049,-2.295250,1,0
9.100000,107.966165,2.384041,0.000000,110.350206,1.628582,0.196263,1.783832,295.305674,0.142859,0.136088,0.008248,30000.004676,1.515107,-2.292424,1,0
9.110000,107.966164,2.370439,0.000000,110.336603,1.628582,0.196263,1.785795,295.307749,0.143767,0.136966,0.009248,30000.004374,1.492212,-2.286121,1,0
9.120000,107.966162,2.419832,0.000000,110.385994,1.628583,0.196263,1.787757,295.309823,0.144676,0.137832,0.010247,30000.004092,1.469397,-2.276322,1,0
9.130000,107.966159,2.385239,0.000000,110.351397,1.628583,0.196263,1.789720,295.311897,0.145585,0.138686,0.011247,30000.003828,1.446697,-2.263003,1,0
9.140000,107.966155,2.372314,0.000000,110.338469,1.628583,0.196263,1.791683,295.313971,0.146494,0.139529,0.012247,30000.003581,1.424149,-2.246137,1,0
9.150000,107.966150,2.296500,0.000000,110.262650,1.628583,0.196263,1.793645,295.316045,0.147402,0.140359,0.013247,30000.003350,1.401787,-2.225694,1,0
9.160000,107.966145,2.332078,0.000000,110.298223,1.628583,0.196263,1.795608,295.318118,0.148311,0.141179,0.014247,30000.003134,1.379647,-2.201648,1,0
9.170000,107.966139,2.328451,0.000000,110.294590,1.628583,0.196263,1.797570,295.320192,0.149220,0.141987,0.015247,30000.002932,1.357766,-2.173984,1,0
9.180000,107.966132,2.281775,0.000000,110.247907,1.628583,0.196263,1.799533,295.322266,0.150128,0.142784,0.016247,30000.002743,1.336179,-2.142697,1,0
9.190000,107.966124,2.264307,0.000000,110.230432,1.628584,0.196263,1.801496,295.324340,0.151037,0.143570,0.017247,30000.002566,1.314924,-2.107803,1,0
9.200000,107.966116,2.330013,0.000000,110.296129,1.628584,0.196263,1.803458,295.326413,0.151946,0.144345,0.018247,30000.002401,1.294035,-2.069338,1,0
9.210000,107.966107,2.296446,0.000000,110.262553,1.628584,0.196263,1.805421,295.328487,0.152855,0.145110,0.019247,30000.002246,1.273549,-2.027357,1,0
9.220000,107.966097,2.268213,0.000000,110.234310,1.628584,0.196263,1.807384,295.330560,0.153763,0.145864,0.020247,30000.002101,1.253499,-1.981942,1,0
9.230000,107.966086,2.233596,0.000000,110.199682,1.628584,0.196263,1.809346,295.332634,0.154672,0.146608,0.021247,30000.001966,1.233921,-1.933198,1,0
9.240000,107.966075,2.277552,0.000000,110.243627,1.628584,0.196263,1.811309,295.334707,0.155581,0.147342,0.022247,30000.001839,1.214846,-1.881251,1,0
9.250000,107.966063,2.235305,0.000000,110.201368,1.628584,0.196263,1.813272,295.336781,0.156489,0.148065,0.023247,30000.001720,1.196306,-1.826250,1,0
9.260000,107.966051,2.210310,0.000000,110.176361,1.628584,0.196263,1.815234,295.338854,0.157398,0.148779,0.024247,30000.001609,1.178330,-1.768362,1,0
9.270000,107.966037,2.181786,0.000000,110.147824,1.628584,0.196263,1.817197,295.340927,0.158307,0.149482,0.025247,30000.001505,1.160948,-1.707769,1,0
9.280000,107.966023,2.132596,0.000000,110.098619,1.628584,0.196263,1.819159,295.343000,0.159216,0.150176,0.026247,30000.001408,1.144183,-1.644664,1,0
9.290000,107.966009,2.176203,0.000000,110.142212,1.628584,0.196263,1.821122,295.345073,0.160124,0.150861,0.027247,30000.001318,1.128062,-1.579254,1,0
9.300000,107.965994,2.202785,0.000000,110.168779,1.628584,0.196263,1.823085,295.347146,0.161033,0.151536,0.028247,30000.001233,1.112605,-1.511747,1,0
9.310000,107.965978,2.174353,0.000000,110.140331,1.628584,0.196263,1.825047,295.349219,0.161942,0.152202,0.029247,30000.001153,1.097833,-1.442359,1,0
9.320000,107.965962,2.146948,0.000000,110.112910,1.628584,0.196263,1.827010,295.351292,0.162851,0.152858,0.030247,30000.001079,1.083764,-1.371304,1,0
9.330000,107.965945,2.130279,0.000000,110.096224,1.628584,0.196263,1.828973,295.353365,0.163759,0.153506,0.031247,30000.001009,1.070412,-1.298795,1,0
9.340000,107.965928,2.101134,0.000000,110.067062,1.628584,0.196263,1.830935,295.355438,0.164668,0.154145,0.032247,30000.000944,1.057792,-1.225043,1,0
9.350000,107.965910,2.137874,0.000000,110.103784,1.628584,0.196263,1.832898,295.357510,0.165577,0.154774,0.033247,30000.000883,1.045915,-1.150252,1,0
9.360000,107.965892,2.069400,0.000000,110.035292,1.628584,0.196263,1.834860,295.359583,0.166485,0.155396,0.034247,30000.000826,1.034791,-1.074616,1,0
9.370000,107.965874,2.072424,0.000000,110.038298,1.628584,0.196263,1.836823,295.361656,0.167394,0.156008,0.035247,30000.000773,1.024426,-0.998326,1,0
9.380000,107.965855,2.061935,0.000000,110.027790,1.628584,0.196263,1.838786,295.363728,0.168303,0.156613,0.036247,30000.000723,1.014826,-0.921566,1,0
9.390000,107.965836,2.084001,0.000000,110.049837,1.628584,0.196263,1.840748,295.365800,0.169212,0.157209,0.037247,30000.000676,1.005996,-0.844512,1,0
9.400000,107.965817,2.069188,0.000000,110.035004,1.628583,0.196263,1.842711,295.367873,0.170120,0.157796,0.038247,30000.000633,0.997937,-0.767335,1,0
9.410000,107.965797,2.125190,0.000000,110.090987,1.628583,0.196263,1.844674,295.369945,0.171029,0.158376,0.039247,30000.000592,0.990650,-0.690189,1,0
9.420000,107.965777,2.080124,0.000000,110.045901,1.628583,0.196263,1.846636,295.372017,0.171938,0.158948,0.040247,30000.000554,0.984134,-0.613228,1,0
9.430000,107.965758,2.068125,0.000000,110.033883,1.628583,0.196263,1.848599,295.374090,0.172846,0.159512,0.041247,30000.000518,0.978386,-0.536597,1,0
9.440000,107.965738,2.058502,0.000000,110.024239,1.628583,0.196263,1.850561,295.376162,0.173755,0.160068,0.042247,30000.000485,0.973401,-0.460429,1,0
9.450000,107.965718,2.035076,0.000000,110.000794,1.628582,0.196263,1.852524,295.378234,0.174664,0.160616,0.043247,30000.000453,0.969176,-0.384853,1,0
9.460000,107.965698,1.997006,0.000000,109.962704,1.628582,0.196263,1.854487,295.380306,0.175573,0.161157,0.044247,30000.000424,0.965703,-0.309991,1,0
9.470000,107.965678,1.991370,0.000000,109.957048,1.628582,0.196263,1.856449,295.382378,0.176481,0.161691,0.045247,30000.000397,0.962974,-0.235957,1,0
9.480000,107.965658,2.025943,0.000000,109.991601,1.628582,0.196263,1.858412,295.384450,0.177390,0.162217,0.046247,30000.000371,0.960982,-0.162857,1,0
9.490000,107.965639,1.961432,0.000000,109.927070,1.628581,0.196263,1.860375,295.386522,0.178299,0.162736,0.047247,30000.000347,0.959715,-0.090793,1,0
9.500000,107.965619,1.966369,0.000000,109.931989,1.628581,0.196263,1.862337,295.388593,0.179207,0.163248,0.048247,30000.000325,0.959163,-0.019856,1,0
9.510000,107.965601,1.957827,0.000000,109.923427,1.628580,0.196263,1.864300,295.390665,0.180116,0.163753,0.049247,30000.000304,0.959314,0.049870,1,0
9.520000,107.965582,1.606319,0.000000,109.571901,1.628580,0.196263,1.866262,295.392737,0.181025,0.164250,0.049683,30000.000284,0.960156,0.118308,1,0
9.530000,107.965564,1.472833,0.000000,109.438397,1.628580,0.196263,1.868225,295.394808,0.181934,0.164741,0.049866,30000.000266,0.961676,0.185394,1,0
9.540000,107.965546,1.406530,0.000000,109.372076,1.628579,0.196263,1.870188,295.396880,0.182842,0.165225,0.049941,30000.000249,0.963859,0.251071,1,0
9.550000,107.965529,1.378195,0.000000,109.343724,1.628579,0.196263,1.872150,295.398951,0.183751,0.165703,0.049975,30000.000233,0.966693,0.315293,1,0
9.560000,107.965513,1.336778,0.000000,109.302291,1.628578,0.196263,1.874113,295.401023,0.184659,0.166174,0.049989,30000.000218,0.970160,0.378030,1,0
9.570000,107.965497,1.318241,0.000000,109.283738,1.628577,0.196263,1.876076,295.403094,0.185554,0.166637,0.049995,30000.000204,0.974248,0.439260,1,0
9.580000,107.965482,1.296195,0.000000,109.261677,1.628577,0.196263,1.878038,295.405165,0.186437,0.167094,0.049997,30000.000191,0.978941,0.498980,1,0
9.590000,107.965468,1.274906,0.000000,109.240375,1.628576,0.196263,1.880001,295.407237,0.187309,0.167545,0.049999,30000.000179,0.984223,0.557196,1,0
9.600000,107.965455,1.254223,0.000000,109.219678,1.628576,0.196263,1.881963,295.409308,0.188170,0.167991,0.049999,30000.000167,0.990080,0.613935,1,0
9.610000,107.965451,1.234033,0.000000,109.199484,1.628575,0.196263,1.883926,295.411379,0.189020,0.168430,0.050000,30000.000156,0.996497,0.669234,1,0
9.620000,107.965452,1.214320,0.000000,109.179772,1.628576,0.196263,1.885889,295.413450,0.189858,0.168864,0.050000,30000.000146,1.003460,0.723153,1,0
9.630000,107.965452,1.195244,0.000000,109.160696,1.628576,0.196263,1.887851,295.415521,0.190669,0.169284,0.050000,30000.000138,1.010956,0.775758,1,0
9.640000,107.965453,1.176306,0.000000,109.141759,1.628576,0.196263,1.889814,295.417592,0.191478,0.169702,0.050000,30000.000129,1.018972,0.827141,1,0
9.650000,107.965454,1.157874,0.000000,109.123327,1.628576,0.196263,1.891777,295.419663,0.192268,0.170111,0.050000,30000.000121,1.027495,0.877397,1,0
9.660000,107.965455,1.139621,0.000000,109.105076,1.628576,0.196263,1.893739,295.421733,0.193054,0.170517,0.050000,30000.000114,1.036516,0.926642,1,0
9.670000,107.965456,1.121803,0.000000,109.087259,1.628576,0.196263,1.895702,295.423804,0.193824,0.170916,0.049999,30000.000107,1.046025,0.974997,1,0
9.680000,107.965457,1.104194,0.000000,109.069651,1.628576,0.196263,1.897664,295.425875,0.194587,0.171311,0.049999,30000.000100,1.056013,1.022588,1,0
9.690000,107.965458,1.086809,0.000000,109.052268,1.628576,0.196263,1.899627,295.427945,0.195344,0.171702,0.049999,30000.000094,1.066474,1.069553,1,0
9.700000,107.965460,1.069729,0.000000,109.035188,1.628576,0.196263,1.901590,295.430016,0.196090,0.172088,0.049999,30000.000088,1.077402,1.116017,1,0
9.710000,107.965461,1.052894,0.000000,109.018354,1.628576,0.196263,1.903552,295.432086,0.196828,0.172470,0.049999,30000.000083,1.088793,1.162112,1,0
9.720000,107.965462,1.036301,0.000000,109.001763,1.628576,0.196263,1.905515,295.434157,0.197558,0.172848,0.049999,30000.000077,1.100643,1.207956,1,0
9.730000,107.965464,1.019980,0.000000,108.985444,1.628577,0.196263,1.907478,295.436227,0.198278,0.173221,0.049999,30000.000072,1.112950,1.253648,1,0
9.740000,107.965465,1.003951,0.000000,108.969416,1.628577,0.196263,1.909440,295.438297,0.198988,0.173588,0.049999,30000.000067,1.125715,1.299278,1,0
9.750000,107.965467,0.988186,0.000000,108.953653,1.628577,0.196263,1.911403,295.440368,0.199688,0.173950,0.049999,30000.000063,1.138935,1.344906,1,0
9.760000,107.965469,0.972682,0.000000,108.938151,1.628577,0.196263,1.913365,295.442438,0.200379,0.174308,0.049999,30000.000059,1.152612,1.390568,1,0
9.770000,107.965470,0.957431,0.000000,108.922901,1.628577,0.196263,1.915328,295.444508,0.201061,0.174661,0.049999,30000.000055,1.166745,1.436273,1,0
9.780000,107.965472,0.942415,0.000000,108.907887,1.628577,0.196263,1.917291,295.446578,0.201735,0.175009,0.049999,30000.000051,1.181336,1.481999,1,0
9.790000,107.965473,0.927644,0.000000,108.893118,1.628577,0.196263,1.919253,295.448648,0.202399,0.175353,0.049999,30000.000048,1.196384,1.527685,1,0
9.800000,107.965475,0.913118,0.000000,108.878593,1.628577,0.196263,1.921216,295.450718,0.203055,0.175692,0.049999,30000.000044,1.211888,1.573256,1,0
9.810000,107.965477,0.898833,0.000000,108.864310,1.628577,0.196263,1.923179,295.452788,0.203701,0.176027,0.049999,30000.000041,1.227848,1.618584,1,0
9.820000,107.965479,0.884789,0.000000,108.850268,1.628578,0.196263,1.925141,295.454857,0.204339,0.176356,0.049999,30000.000038,1.244259,1.663532,1,0
9.830000,107.965480,0.870983,0.000000,108.836463,1.628578,0.196263,1.927104,295.456927,0.204968,0.176682,0.049999,30000.000036,1.261116,1.707931,1,0
9.840000,107.965482,0.857414,0.000000,108.822896,1.628578,0.196263,1.929066,295.458997,0.205587,0.177002,0.049999,30000.000033,1.278415,1.751583,1,0
9.850000,107.965484,0.844079,0.000000,108.809563,1.628578,0.196263,1.931029,295.461066,0.206198,0.177318,0.049999,30000.000031,1.296145,1.794290,1,0
9.860000,107.965485,0.830904,0.000000,108.796389,1.628578,0.196263,1.932992,295.463136,0.206803,0.177631,0.049999,30000.000029,1.314297,1.835817,1,0
9.870000,107.965487,0.817944,0.000000,108.783431,1.628578,0.196263,1.934954,295.465205,0.207399,0.177940,0.049999,30000.000026,1.332858,1.875941,1,0
9.880000,107.965489,0.805200,0.000000,108.770689,1.628578,0.196263,1.936917,295.467275,0.207988,0.178244,0.049999,30000.000024,1.351812,1.914419,1,0
9.890000,107.965491,0.792669,0.000000,108.758160,1.628578,0.196263,1.938880,295.469344,0.208567,0.178544,0.049999,30000.000023,1.371141,1.951009,1,0
9.900000,107.965492,0.780351,0.000000,108.745843,1.628578,0.196263,1.940842,295.471413,0.209139,0.178840,0.049999,30000.000021,1.390826,1.985473,1,0
9.910000,107.965494,0.768242,0.000000,108.733736,1.628579,0.196263,1.942805,295.473483,0.209702,0.179131,0.049999,30000.000019,1.410843,2.017578,1,0
9.920000,107.965496,0.756343,0.000000,108.721839,1.628579,0.196263,1.944767,295.475552,0.210257,0.179418,0.049999,30000.000018,1.431170,2.047094,1,0
9.930000,107.965498,0.744652,0.000000,108.710150,1.628579,0.196263,1.946730,295.477621,0.210803,0.179701,0.049999,30000.000017,1.451777,2.073808,1,0
9.940000,107.965499,0.733104,0.000000,108.698603,1.628579,0.196263,1.948693,295.479690,0.211344,0.179981,0.049999,30000.000016,1.472637,2.097519,1,0
9.950000,107.965501,0.721716,0.000000,108.687217,1.628579,0.196263,1.950655,295.481759,0.211878,0.180257,0.049999,30000.000014,1.493718,2.118038,1,0
9.960000,107.965503,0.710513,0.000000,108.676016,1.628579,0.196263,1.952618,295.483828,0.212405,0.180530,0.049999,30000.000013,1.514987,2.135201,1,0
9.970000,107.965505,0.699493,0.000000,108.664999,1.628579,0.196263,1.954581,295.485897,0.212925,0.180799,0.049999,30000.000012,1.536411,2.148857,1,0
9.980000,107.965507,0.688656,0.000000,108.654164,1.628579,0.196263,1.956543,295.487966,0.213436,0.181063,0.049999,30000.000011,1.557953,2.158884,1,0
9.990000,107.965509,0.678001,0.000000,108.643510,1.628579,0.196263,1.958506,295.490034,0.213941,0.181324,0.049999,30000.000010,1.579577,2.165176,1,0
10.000000,107.965512,0.667525,0.000000,108.633037,1.628579,0.196263,1.960469,295.492103,0.214437,0.181581,0.049999,30000.000010,1.601244,2.167654,1,0
10.010000,107.965514,0.657230,0.000000,108.622744,1.628579,0.196263,1.962431,295.494172,0.214927,0.181835,0.049999,30000.000009,1.622917,2.166265,1,0
10.020000,107.965516,0.647079,0.000000,108.612596,1.628579,0.196263,1.964394,295.496240,0.215410,0.182085,0.049999,30000.000008,1.644557,2.160971,1,0
10.030000,107.965519,0.637041,0.000000,108.602560,1.628579,0.196263,1.966356,295.498309,0.215888,0.182332,0.049999,30000.000008,1.666124,2.151771,1,0
10.040000,107.965522,0.627160,0.000000,108.592682,1.628579,0.196263,1.968319,295.500377,0.216360,0.182576,0.049999,30000.000007,1.687579,2.138672,1,0
10.050000,107.965525,0.617437,0.000000,108.582961,1.628579,0.196263,1.970282,295.502445,0.216824,0.182817,0.049999,30000.000006,1.708885,2.121712,1,0
10.060000,107.965528,0.607869,0.000000,108.573397,1.628579,0.196263,1.972244,295.504514,0.217282,0.183054,0.049999,30000.000006,1.730001,2.100949,1,0
10.070000,107.965531,0.598458,0.000000,108.563989,1.628579,0.196263,1.974207,295.506582,0.217734,0.183287,0.049999,30000.000005,1.750891,2.076451,1,0
10.080000,107.965535,0.589201,0.000000,108.554736,1.628579,0.196263,1.976170,295.508650,0.218179,0.183517,0.049999,30000.000005,1.771518,2.048312,1,0
10.090000,107.965539,0.580098,0.000000,108.545637,1.628579,0.196263,1.978132,295.510718,0.218617,0.183744,0.049999,30000.000005,1.791845,2.016634,1,0
10.100000,107.965543,0.571146,0.000000,108.536689,1.628579,0.196263,1.980095,295.512786,0.219048,0.183967,0.049999,30000.000004,1.811838,1.981535,1,0
10.110000,107.965547,0.562295,0.000000,108.527842,1.628579,0.196263,1.982057,295.514854,0.219475,0.184188,0.049999,30000.000004,1.831464,1.943142,1,0
10.120000,107.965552,0.553579,0.000000,108.519131,1.628579,0.196263,1.984020,295.516922,0.219895,0.184406,0.049999,30000.000004,1.850690,1.901592,1,0
10.130000,107.965557,0.544995,0.000000,108.510552,1.628579,0.196263,1.985983,295.518990,0.220310,0.184620,0.049999,30000.000003,1.869486,1.857029,1,0
10.140000,107.965563,0.536540,0.000000,108.502103,1.628579,0.196263,1.987945,295.521058,0.220719,0.184832,0.049999,30000.000003,1.887821,1.809605,1,0
10.150000,107.965569,0.528213,0.000000,108.493782,1.628579,0.196263,1.989908,295.523126,0.221122,0.185040,0.049999,30000.000003,1.905668,1.759472,1,0
10.160000,107.965575,0.520011,0.000000,108.485586,1.628579,0.196263,1.991871,295.525193,0.221520,0.185246,0.049999,30000.000003,1.923001,1.706790,1,0
10.170000,107.965582,0.511932,0.000000,108.477514,1.628579,0.196263,1.993833,295.527261,0.221912,0.185449,0.049999,30000.000003,1.939796,1.651721,1,0
10.180000,107.965590,0.503974,0.000000,108.469564,1.628579,0.196263,1.995796,295.529329,0.222298,0.185649,0.049999,30000.000003,1.956028,1.594427,1,0
10.190000,107.965598,0.496134,0.000000,108.461732,1.628578,0.196263,1.997758,295.531396,0.222679,0.185846,0.049999,30000.000002,1.971677,1.535074,1,0
10.200000,107.965606,0.488411,0.000000,108.454017,1.628578,0.196263,1.999721,295.533464,0.223054,0.186040,0.049999,30000.000002,1.986723,1.473825,1,0
10.210000,107.965616,0.480802,0.000000,108.446418,1.628578,0.196263,2.001684,295.535531,0.223424,0.186232,0.049999,30000.000002,2.001147,1.410847,1,0
10.220000,107.965626,0.473305,0.000000,108.438931,1.628578,0.196263,2.003646,295.537598,0.223789,0.186420,0.049999,30000.000002,2.014934,1.346304,1,0
10.230000,107.965637,0.465918,0.000000,108.431555,1.628578,0.196263,2.005609,295.539666,0.224149,0.186607,0.049999,30000.000002,2.028069,1.280359,1,0
10.240000,107.965648,0.458640,0.000000,108.424288,1.628578,0.196263,2.007572,295.541733,0.224504,0.186790,0.049999,30000.000002,2.040537,1.213176,1,0
10.250000,107.965655,0.451467,0.000000,108.417122,1.628578,0.196263,2.009534,295.543800,0.224853,0.186971,0.049999,30000.000002,2.052328,1.144913,1,0
10.260000,107.965659,0.444399,0.000000,108.410058,1.628578,0.196263,2.011497,295.545867,0.225198,0.187149,0.049999,30000.000002,2.063432,1.075730,1,0
10.270000,107.965663,0.437431,0.000000,108.403094,1.628578,0.196263,2.013459,295.547934,0.225538,0.187325,0.049999,30000.000002,2.073840,1.005784,1,0
10.280000,107.965666,0.430560,0.000000,108.396226,1.628578,0.196263,2.015422,295.550001,0.225873,0.187499,0.049999,30000.000002,2.083546,0.935226,1,0
10.290000,107.965670,0.423787,0.000000,108.389456,1.628578,0.196263,2.017385,295.552068,0.226203,0.187670,0.049999,30000.000002,2.092543,0.864207,1,0
10.300000,107.965673,0.417109,0.000000,108.382782,1.628578,0.196263,2.019347,295.554135,0.226529,0.187838,0.049999,30000.000002,2.100829,0.792874,1,0
10.310000,107.965676,0.410525,0.000000,108.376200,1.628579,0.196263,2.021310,295.556201,0.226850,0.188005,0.049999,30000.000002,2.108400,0.721370,1,0
10.320000,107.965678,0.404033,0.000000,108.369711,1.628579,0.196263,2.023273,295.558268,0.227167,0.188169,0.049999,30000.000002,2.115256,0.649832,1,0
10.330000,107.965680,0.397631,0.000000,108.363311,1.628579,0.196263,2.025235,295.560335,0.227480,0.188330,0.049999,30000.000002,2.121397,0.578396,1,0
10.340000,107.965682,0.391317,0.000000,108.356998,1.628579,0.196263,2.027198,295.562401,0.227788,0.188490,0.049999,30000.000002,2.126825,0.507190,1,0
10.350000,107.965683,0.385089,0.000000,108.350772,1.628579,0.196263,2.029160,295.564468,0.228092,0.188647,0.049999,30000.000002,2.131542,0.436339,1,0
10.360000,107.965684,0.378946,0.000000,108.344631,1.628579,0.196263,2.031123,295.566534,0.228392,0.188802,0.049999,30000.000002,2.135553,0.365960,1,0
10.370000,107.965685,0.372886,0.000000,108.338571,1.628579,0.196263,2.033086,295.568601,0.228687,0.188955,0.049999,30000.000002,2.138863,0.296168,1,0
10.380000,107.965685,0.366907,0.000000,108.332593,1.628579,0.196263,2.035048,295.570667,0.228979,0.189106,0.049999,30000.000002,2.141478,0.227066,1,0
10.390000,107.965685,0.361008,0.000000,108.326693,1.628580,0.196263,2.037011,295.572733,0.229267,0.189255,0.049999,30000.000002,2.143407,0.158756,1,0
10.400000,107.965685,0.355186,0.000000,108.320871,1.628580,0.196263,2.038974,295.574799,0.229551,0.189402,0.049999,30000.000002,2.144656,0.091328,1,0
10.410000,107.965684,0.349441,0.000000,108.315125,1.628580,0.196263,2.040936,295.576865,0.229831,0.189547,0.049999,30000.000002,2.145236,0.024865,1,0
10.420000,107.965683,0.343770,0.000000,108.309453,1.628580,0.196263,2.042899,295.578931,0.230107,0.189690,0.049999,30000.000002,2.145157,-0.040557,1,0
10.430000,107.965682,0.338171,0.000000,108.303853,1.628580,0.196263,2.044861,295.580998,0.230380,0.189831,0.049999,30000.000002,2.144429,-0.104875,1,0
10.440000,107.965680,0.332666,0.000000,108.298347,1.628580,0.196263,2.046824,295.583063,0.230648,0.189970,0.049999,30000.000002,2.143063,-0.168032,1,0
10.450000,107.965678,0.327240,0.000000,108.292919,1.628580,0.196263,2.048787,295.585129,0.230912,0.190107,0.049999,30000.000002,2.141072,-0.229985,1,0
10.460000,107.965676,0.321887,0.000000,108.287563,1.628580,0.196263,2.050749,295.587195,0.231173,0.190242,0.049999,30000.000002,2.138467,-0.290702,1,0
10.470000,107.965673,0.316606,0.000000,108.282279,1.628580,0.196263,2.052712,295.589261,0.231430,0.190375,0.049999,30000.000002,2.135262,-0.350162,1,0
10.480000,107.965670,0.311394,0.000000,108.277064,1.628581,0.196263,2.054675,295.591327,0.231684,0.190506,0.049999,30000.000002,2.131468,-0.408358,1,0
10.490000,107.965667,0.306251,0.000000,108.271918,1.628581,0.196263,2.056637,295.593392,0.231934,0.190635,0.049999,30000.000002,2.127099,-0.465297,1,0
10.500000,107.965663,0.301176,0.000000,108.266840,1.628581,0.196263,2.058600,295.595458,0.232180,0.190763,0.049999,30000.000002,2.122166,-0.520999,1,0
10.510000,107.965659,0.296167,0.000000,108.261827,1.628581,0.196263,2.060562,295.597523,0.232424,0.190889,0.049999,30000.000002,2.116683,-0.575497,1,0
10.520000,107.965655,0.291224,0.000000,108.256879,1.628581,0.196263,2.062525,295.599589,0.232664,0.191013,0.049999,30000.000002,2.110660,-0.628841,1,0
10.530000,107.965651,0.286343,0.000000,108.251995,1.628581,0.196263,2.064488,295.601654,0.232900,0.191136,0.049999,30000.000002,2.104109,-0.681088,1,0
10.540000,107.965647,0.281526,0.000000,108.247172,1.628581,0.196263,2.066450,295.603720,0.233134,0.191257,0.049999,30000.000002,2.097042,-0.732317,1,0
10.550000,107.965642,0.276769,0.000000,108.242411,1.628581,0.196263,2.068413,295.605785,0.233365,0.191376,0.049999,30000.000002,2.089466,-0.782609,1,0
10.560000,107.965637,0.272073,0.000000,108.237710,1.628581,0.196263,2.070376,295.607850,0.233592,0.191494,0.049999,30000.000001,2.081392,-0.832059,1,0
10.570000,107.965632,0.267436,0.000000,108.233067,1.628581,0.196263,2.072338,295.609915,0.233817,0.191610,0.049999,30000.000001,2.072828,-0.880771,1,0
10.580000,107.965626,0.262856,0.000000,108.228482,1.628581,0.196263,2.074301,295.611980,0.234039,0.191725,0.049999,30000.000001,2.063779,-0.928847,1,0
10.590000,107.965621,0.258333,0.000000,108.223954,1.628581,0.196263,2.076263,295.614045,0.234258,0.191838,0.049999,30000.000001,2.054253,-0.976399,1,0
10.600000,107.965616,0.253870,0.000000,108.219486,1.628581,0.196263,2.078226,295.616110,0.234474,0.191950,0.049999,30000.000001,2.044253,-1.023523,1,0
