time_s,power_W,I0_rms_A,I1_rms_A,label
74.498,-4.98,0.033,0.087,idle
74.518,-5.09,0.032,0.060,idle
74.538,-5.06,0.032,0.078,idle
74.558,-5.04,0.032,0.084,idle
74.578,-5.01,0.032,0.058,idle
74.598,-4.95,0.032,0.080,idle
74.618,-5.02,0.033,0.076,idle
74.638,-4.90,0.034,0.059,idle
74.658,-4.92,0.033,0.079,idle
74.678,-4.89,0.033,0.076,idle
74.698,-4.87,0.033,0.060,idle
74.718,-4.84,0.032,0.082,idle
74.738,-4.78,0.031,0.074,idle
74.758,-4.84,0.032,0.063,idle
74.778,-4.86,0.031,0.085,idle
74.798,-4.77,0.031,0.073,idle
74.818,-4.83,0.033,0.075,idle
74.838,-4.83,0.032,0.064,idle
74.858,-4.83,0.032,0.084,idle
74.878,-4.86,0.033,0.071,idle
74.898,-4.81,0.033,0.071,idle
74.918,-4.86,0.033,0.076,idle
74.938,-4.95,0.033,0.084,idle
74.958,-4.87,0.032,0.059,idle
74.978,-4.94,0.032,0.075,idle
74.998,-4.97,0.032,0.084,idle
75.017,-4.93,0.032,0.058,idle
75.037,-4.93,0.032,0.081,idle
75.057,-4.89,0.033,0.075,idle
75.077,-4.83,0.033,0.060,idle
75.097,-4.83,0.033,0.082,idle
75.117,-4.77,0.033,0.074,idle
75.137,-4.82,0.033,0.063,idle
75.157,-4.80,0.033,0.083,idle
75.177,-4.77,0.033,0.072,idle
75.197,-4.85,0.032,0.080,idle
75.217,-4.82,0.032,0.059,idle
75.237,-4.76,0.032,0.081,idle
75.257,-4.80,0.031,0.078,idle
75.277,-4.83,0.032,0.058,idle
75.297,-4.73,0.032,0.082,idle
75.317,-4.74,0.033,0.076,idle
75.337,-4.81,0.032,0.059,idle
75.357,-4.78,0.032,0.081,idle
75.377,-4.79,0.033,0.072,idle
75.397,-4.85,0.032,0.062,idle
75.417,-4.77,0.032,0.085,idle
75.437,-4.80,0.032,0.071,idle
75.457,-4.80,0.032,0.078,idle
75.477,-4.78,0.032,0.058,idle
75.497,-4.81,0.032,0.081,idle
75.517,-4.79,0.032,0.076,idle
75.537,-4.79,0.032,0.059,idle
75.557,-4.80,0.033,0.081,idle
75.577,-4.89,0.033,0.074,idle
75.597,-4.87,0.033,0.059,idle
75.617,-4.86,0.033,0.084,idle
75.637,-4.86,0.033,0.072,idle
75.657,-4.89,0.032,0.061,idle
75.677,-4.82,0.032,0.085,idle
75.697,-4.81,0.032,0.072,idle
75.717,-4.82,0.032,0.076,idle
75.737,-4.83,0.032,0.061,idle
75.757,-4.76,0.032,0.084,idle
75.777,-4.81,0.033,0.073,idle
75.797,-4.80,0.033,0.062,idle
75.817,-4.76,0.033,0.084,idle
75.837,-4.85,0.033,0.068,idle
75.857,-4.82,0.033,0.068,idle
75.877,-4.84,0.032,0.080,idle
75.897,-4.88,0.032,0.075,idle
75.917,-4.86,0.031,0.060,idle
75.937,-4.77,0.032,0.083,idle
75.957,-4.81,0.032,0.072,idle
75.977,-4.78,0.032,0.062,idle
75.997,-4.78,0.032,0.085,idle
76.017,-4.77,0.032,0.070,idle
76.037,-4.76,0.032,0.068,idle
76.057,-4.76,0.033,0.084,idle
76.077,-4.77,0.032,0.071,idle
76.097,-4.76,0.032,0.080,idle
76.117,-4.78,0.032,0.059,idle
76.137,-4.79,0.032,0.080,idle
76.157,-4.81,0.032,0.075,idle
76.177,-4.81,0.032,0.060,idle
76.197,-4.83,0.032,0.080,idle
76.217,-4.84,0.032,0.074,idle
76.237,-4.84,0.032,0.059,idle
76.257,-4.90,0.033,0.083,idle
76.277,-4.82,0.033,0.073,idle
76.297,-4.84,0.033,0.061,idle
76.317,-4.90,0.033,0.085,idle
76.337,-4.81,0.033,0.069,idle
76.357,-4.82,0.033,0.072,idle
76.377,-4.83,0.033,0.081,idle
76.397,-4.77,0.032,0.079,idle
76.417,-4.80,0.032,0.060,idle
76.437,-4.87,0.032,0.080,idle
76.457,-4.78,0.032,0.077,idle
76.477,-4.87,0.033,0.059,idle
76.497,-4.89,0.033,0.080,idle
76.517,-4.80,0.033,0.075,idle
76.537,-4.81,0.033,0.059,idle
76.557,-4.80,0.033,0.081,idle
76.577,-4.72,0.032,0.072,idle
76.597,-4.72,0.032,0.060,idle
76.617,-4.74,0.032,0.084,idle
76.637,-4.74,0.032,0.072,idle
76.657,-4.72,0.031,0.063,idle
76.677,-4.82,0.032,0.084,idle
76.697,-4.82,0.032,0.074,idle
76.717,-4.79,0.032,0.060,idle
76.737,-2.55,0.033,0.083,idle
76.757,1.30,0.033,0.072,idle
76.777,-4.03,0.033,0.063,idle
76.797,-4.05,0.032,0.083,idle
76.817,-4.05,0.032,0.074,idle
76.837,-3.92,0.033,0.060,idle
76.857,-3.93,0.032,0.083,idle
76.877,-3.91,0.032,0.072,idle
76.897,-3.82,0.031,0.063,idle
76.917,-3.79,0.032,0.086,idle
76.937,-3.86,0.032,0.071,idle
76.957,-3.78,0.032,0.071,idle
76.977,-3.79,0.032,0.080,idle
76.997,-3.75,0.033,0.076,idle
77.017,-3.73,0.033,0.059,idle
77.037,-3.71,0.033,0.081,idle
77.057,-3.69,0.032,0.075,idle
77.077,-3.69,0.033,0.059,idle
77.097,-3.68,0.032,0.082,idle
77.117,-3.65,0.032,0.074,idle
77.137,-3.62,0.034,0.060,idle
77.157,-3.60,0.054,0.086,idle
77.177,-3.56,0.084,0.071,idle
77.197,-3.51,0.089,0.082,idle
77.217,-3.48,0.083,1.211,idle
77.237,-3.44,0.086,2.309,idle
77.257,-3.35,0.089,4.913,idle
77.277,-3.36,0.090,0.060,idle
77.297,-3.44,0.092,0.082,idle
77.317,-3.32,0.092,0.074,idle
77.337,-3.39,0.090,0.059,idle
77.357,-3.44,0.090,0.084,idle
77.377,-3.32,0.094,0.073,idle
77.397,-3.29,0.095,0.059,idle
77.417,-3.12,0.097,0.085,idle
77.437,-2.88,0.101,0.070,idle
77.457,-2.74,0.102,0.080,idle
77.477,-2.52,0.092,0.060,idle
77.497,-2.33,0.089,0.078,idle
77.517,-2.18,0.092,0.076,idle
77.537,-2.05,0.088,0.058,idle
77.557,-1.86,0.090,0.081,idle
77.577,-1.73,0.095,0.075,idle
77.597,-1.59,0.093,0.058,idle
77.617,-1.39,0.099,0.081,idle
77.637,-1.27,0.094,0.073,idle
77.657,-1.09,0.101,0.058,idle
77.677,-0.85,0.096,0.083,idle
77.697,-0.72,0.101,0.071,idle
77.717,-0.55,0.094,0.073,idle
77.737,-2.64,0.100,0.074,idle
77.757,-6.36,0.095,0.061,idle
77.777,-0.82,0.094,0.087,idle
77.797,-0.68,0.090,0.069,idle
77.817,-0.51,0.088,0.070,idle
77.837,-0.41,0.094,0.082,idle
77.857,-0.29,0.091,0.072,idle
77.877,-0.09,0.092,0.059,idle
77.897,-0.00,0.092,0.049,idle
77.917,0.13,0.089,0.048,idle
77.937,0.36,0.093,0.048,idle
77.957,0.47,0.091,0.049,idle
77.977,0.66,0.089,0.048,idle
77.997,0.78,0.093,0.049,idle
78.017,0.94,0.089,0.049,idle
78.037,1.05,0.092,0.049,idle
78.057,1.17,0.092,0.048,idle
78.077,1.38,0.089,0.048,idle
78.097,1.52,0.093,0.048,idle
78.117,1.64,0.091,0.048,idle
78.137,1.84,0.089,0.048,idle
78.157,1.95,0.093,0.048,idle
78.177,2.06,0.089,0.048,idle
78.197,2.27,0.091,0.048,idle
78.217,2.36,0.092,0.048,idle
78.237,2.51,0.088,0.048,idle
78.257,2.65,0.092,0.048,idle
78.277,2.79,0.089,0.049,idle
78.297,3.02,0.091,0.048,idle
78.317,3.14,0.092,0.049,idle
78.337,3.35,0.089,0.048,idle
78.357,3.54,0.093,0.048,idle
78.377,3.65,0.092,0.048,idle
78.397,3.74,0.088,0.049,idle
78.417,3.74,0.093,0.047,idle
78.437,3.74,0.091,0.046,idle
78.457,3.73,0.090,0.047,idle
78.477,3.73,0.093,0.047,idle
78.497,3.72,0.088,0.047,idle
78.517,3.72,0.091,0.047,idle
78.537,3.71,0.092,0.048,idle
78.557,3.70,0.089,0.046,idle
78.577,3.74,0.093,0.047,idle
78.597,3.75,0.090,0.047,idle
78.617,3.77,0.092,0.048,idle
78.637,3.78,0.094,0.049,idle
78.657,3.75,0.089,0.048,idle
78.677,3.76,0.093,0.047,idle
78.697,3.77,0.092,0.046,idle
78.717,3.77,0.090,0.046,idle
78.737,3.76,0.093,0.046,idle
78.757,3.78,0.089,0.046,idle
78.777,3.77,0.092,0.047,idle
78.797,3.79,0.093,0.048,idle
78.817,3.79,0.089,0.047,idle
78.837,3.80,0.092,0.046,idle
78.857,3.82,0.091,0.047,idle
78.877,3.82,0.089,0.047,idle
78.897,3.82,0.093,0.047,idle
78.917,3.81,0.090,0.047,idle
78.937,3.80,0.092,0.047,idle
78.957,3.78,0.092,0.046,idle
78.977,3.77,0.089,0.047,idle
78.997,3.76,0.092,0.046,idle
79.017,3.78,0.091,0.047,idle
79.037,3.80,0.090,0.048,idle
79.057,3.81,0.093,0.049,idle
79.077,3.80,0.091,0.047,idle
79.097,3.80,0.091,0.047,idle
79.117,3.80,0.092,0.046,idle
79.137,3.79,0.088,0.048,idle
79.157,3.77,0.092,0.048,idle
79.177,3.79,0.092,0.046,idle
79.197,3.77,0.091,0.048,idle
79.217,3.78,0.092,0.047,idle
79.237,3.76,0.089,0.046,idle
79.257,3.75,0.092,0.048,idle
79.277,3.75,0.092,0.047,idle
79.297,3.75,0.089,0.047,idle
79.317,3.74,0.093,0.048,idle
79.337,3.75,0.090,0.047,idle
79.357,3.74,0.090,0.048,idle
79.377,3.74,0.093,0.048,idle
79.397,3.74,0.088,0.049,idle
79.417,3.75,0.093,0.046,idle
79.437,3.75,0.092,0.048,idle
79.457,3.75,0.089,0.047,idle
79.477,3.75,0.093,0.048,idle
79.497,3.75,0.091,0.047,idle
79.517,3.76,0.091,0.047,idle
79.537,3.78,0.092,0.047,idle
79.557,3.79,0.089,0.047,idle
79.577,3.77,0.093,0.047,idle
79.597,3.77,0.091,0.046,idle
79.617,3.76,0.088,0.047,idle
79.637,3.77,0.093,0.048,idle
79.657,3.81,0.089,0.047,idle
79.677,3.80,0.091,0.048,idle
79.697,3.79,0.092,0.047,idle
79.717,3.81,0.090,0.048,idle
79.737,3.80,0.092,0.048,idle
79.757,3.80,0.092,0.047,idle
79.777,3.80,0.090,0.046,idle
79.797,3.78,0.092,0.047,idle
79.817,3.77,0.090,0.047,idle
79.837,3.76,0.091,0.047,idle
79.857,3.76,0.092,0.047,idle
79.877,3.76,0.091,0.048,idle
79.897,3.76,0.093,0.047,idle
79.917,3.76,0.089,0.048,idle
79.937,3.77,0.090,0.048,idle
79.957,3.78,0.093,0.047,idle
79.977,3.79,0.091,0.046,idle
79.997,3.79,0.092,0.046,idle
80.017,3.79,0.093,0.046,idle
80.037,3.78,0.089,0.047,idle
80.057,3.77,0.094,0.049,idle
80.077,3.76,0.091,0.050,idle
80.097,3.76,0.089,0.049,idle
80.117,3.74,0.093,0.047,idle
80.137,3.74,0.090,0.047,idle
80.157,3.74,0.091,0.048,idle
80.177,3.74,0.092,0.048,idle
80.197,3.74,0.089,0.047,idle
80.217,3.74,0.092,0.047,idle
80.237,3.73,0.091,0.047,idle
80.257,3.71,0.090,0.047,idle
80.277,3.71,0.094,0.047,idle
80.297,3.69,0.089,0.047,idle
80.317,3.67,0.092,0.047,idle
80.337,3.66,0.093,0.047,idle
80.357,3.65,0.089,0.047,idle
80.377,3.65,0.093,0.047,idle
80.397,3.65,0.091,0.048,idle
80.417,3.65,0.090,0.048,idle
80.437,3.65,0.092,0.047,idle
80.457,3.65,0.088,0.047,idle
80.477,3.65,0.091,0.047,idle
80.497,3.65,0.092,0.048,idle
80.517,3.66,0.088,0.047,idle
80.537,3.66,0.092,0.047,idle
80.557,3.67,0.090,0.048,idle
80.577,3.66,0.090,0.047,idle
80.597,3.67,0.093,0.048,idle
80.617,3.66,0.089,0.047,idle
80.637,3.64,0.091,0.047,idle
80.657,3.63,0.092,0.047,idle
80.677,3.63,0.089,0.048,idle
80.697,3.61,0.093,0.047,idle
80.717,3.60,0.091,0.048,idle
80.737,3.61,0.090,0.048,idle
80.757,3.61,0.093,0.047,idle
80.777,3.61,0.089,0.047,idle
80.797,3.61,0.092,0.047,idle
80.817,3.62,0.092,0.046,idle
80.837,3.62,0.089,0.047,idle
80.857,3.62,0.093,0.046,idle
80.877,3.61,0.089,0.047,idle
80.897,3.61,0.090,0.045,idle
80.917,3.62,0.093,0.046,idle
80.937,3.61,0.088,0.047,idle
80.957,3.60,0.091,0.047,idle
80.977,3.59,0.092,0.046,idle
80.997,3.59,0.088,0.046,idle
81.017,3.59,0.092,0.045,idle
81.037,3.59,0.090,0.045,idle
81.057,3.60,0.092,0.045,idle
81.077,3.61,0.093,0.046,idle
81.097,3.62,0.089,0.046,idle
81.117,3.63,0.093,0.046,idle
81.137,3.65,0.091,0.045,idle
81.157,3.66,0.090,0.045,idle
81.177,3.66,0.092,0.045,idle
81.197,3.67,0.089,0.045,idle
81.217,3.67,0.092,0.045,idle
81.237,3.69,0.093,0.046,idle
81.257,3.70,0.089,0.046,idle
81.277,3.70,0.092,0.046,idle
81.297,3.71,0.090,0.045,idle
81.317,3.74,0.090,0.046,idle
81.337,3.75,0.093,0.046,idle
81.357,3.75,0.089,0.046,idle
81.377,3.76,0.092,0.046,idle
81.397,3.77,0.092,0.045,idle
81.417,3.77,0.090,0.046,idle
81.437,3.77,0.094,0.045,idle
81.457,3.78,0.092,0.045,idle
81.477,3.78,0.092,0.045,idle
81.497,3.77,0.092,0.045,idle
81.517,3.77,0.089,0.045,idle
81.537,3.77,0.092,0.046,idle
81.557,3.77,0.093,0.046,idle
81.577,3.77,0.090,0.046,idle
81.597,3.77,0.093,0.045,idle
81.617,3.78,0.090,0.045,idle
81.637,3.78,0.090,0.045,idle
81.657,3.78,0.093,0.046,idle
81.677,3.79,0.088,0.046,idle
81.697,3.80,0.091,0.045,idle
81.717,3.79,0.092,0.046,idle
81.737,3.79,0.089,0.046,idle
81.757,3.79,0.092,0.046,idle
81.777,3.79,0.090,0.046,idle
81.797,3.79,0.091,0.046,idle
81.817,3.79,0.094,0.046,idle
81.837,3.78,0.089,0.045,idle
81.857,3.77,0.093,0.045,idle
81.877,3.77,0.092,0.045,idle
81.897,3.77,0.090,0.046,idle
81.917,3.77,0.094,0.045,idle
81.937,3.77,0.091,0.045,idle
81.957,3.76,0.092,0.045,idle
81.977,3.75,0.094,0.046,idle
81.997,3.75,0.089,0.045,idle
82.017,3.75,0.093,0.045,idle
82.037,3.75,0.091,0.046,idle
82.057,3.75,0.089,0.046,idle
82.077,3.74,0.092,0.045,idle
82.097,3.74,0.089,0.046,idle
82.117,3.74,0.091,0.046,idle
82.137,3.72,0.092,0.045,idle
82.157,3.71,0.089,0.046,idle
82.177,3.71,0.092,0.046,idle
82.197,3.71,0.092,0.045,idle
82.217,3.71,0.090,0.046,idle
82.237,3.70,0.093,0.047,idle
82.257,3.70,0.091,0.046,idle
82.277,3.71,0.092,0.045,idle
82.297,3.72,0.093,0.047,idle
82.317,3.71,0.089,0.046,idle
82.337,3.71,0.094,0.046,idle
82.357,3.72,0.091,0.046,idle
82.377,3.72,0.091,0.046,idle
82.397,3.73,0.094,0.045,idle
82.417,3.74,0.090,0.044,idle
82.437,3.74,0.092,0.045,idle
82.457,3.75,0.091,0.046,idle
82.477,3.76,0.088,0.045,idle
82.497,3.76,0.093,0.045,idle
82.517,3.76,0.090,0.045,idle
82.537,3.77,0.091,0.046,idle
82.557,3.77,0.093,0.046,idle
82.577,3.76,0.090,0.045,idle
82.597,3.76,0.092,0.046,idle
82.617,3.76,0.094,0.046,idle
82.637,3.76,0.089,0.045,idle
82.657,3.77,0.093,0.045,idle
82.677,3.77,0.091,0.046,idle
82.697,3.76,0.091,0.046,idle
82.717,3.77,0.094,0.046,idle
82.737,3.79,0.089,0.046,idle
82.757,3.80,0.093,0.045,idle
82.777,3.81,0.093,0.045,idle
82.797,3.81,0.089,0.046,idle
82.817,3.82,0.093,0.046,idle
82.837,3.83,0.091,0.046,idle
82.857,3.85,0.092,0.046,idle
82.877,3.84,0.093,0.046,idle
82.897,3.83,0.089,0.046,idle
82.917,3.83,0.092,0.045,idle
82.937,3.82,0.093,0.045,idle
82.957,3.82,0.089,0.045,idle
82.977,3.82,0.093,0.045,idle
82.997,3.81,0.090,0.047,idle
83.017,3.81,0.092,0.046,idle
83.037,3.81,0.094,0.046,idle
83.057,3.80,0.089,0.046,idle
83.077,3.81,0.093,0.046,idle
83.097,3.80,0.093,0.047,idle
83.117,3.80,0.090,0.046,idle
83.137,3.80,0.093,0.046,idle
83.157,3.80,0.092,0.045,idle
83.177,3.80,0.091,0.045,idle
83.197,3.80,0.092,0.046,idle
83.217,3.80,0.089,0.046,idle
83.237,3.80,0.093,0.046,idle
83.257,3.81,0.092,0.045,idle
83.277,3.79,0.089,0.046,idle
83.297,3.78,0.092,0.046,idle
83.317,3.77,0.089,0.046,idle
83.337,3.78,0.090,0.046,idle
83.357,3.77,0.092,0.046,idle
83.377,3.76,0.088,0.046,idle
83.397,3.76,0.092,0.045,idle
83.417,3.74,0.091,0.046,idle
83.437,3.71,0.089,0.046,idle
83.457,3.68,0.092,0.047,idle
83.477,3.68,0.091,0.046,idle
83.497,3.69,0.092,0.046,idle
83.517,3.71,0.092,0.047,idle
83.537,3.69,0.089,0.045,idle
83.557,3.70,0.092,0.046,idle
83.577,3.72,0.091,0.047,idle
83.597,3.72,0.090,0.046,idle
83.617,3.73,0.092,0.046,idle
83.637,3.74,0.089,0.046,idle
83.657,3.73,0.091,0.045,idle
83.677,3.72,0.092,0.047,idle
83.697,3.71,0.089,0.046,idle
83.717,3.70,0.092,0.047,idle
83.737,3.68,0.090,0.045,idle
83.757,3.66,0.090,0.046,idle
83.777,3.65,0.092,0.045,idle
83.797,3.65,0.090,0.046,idle
83.817,3.65,0.092,0.045,idle
83.837,3.65,0.093,0.045,idle
83.857,3.65,0.090,0.046,idle
83.877,3.66,0.094,0.047,idle
83.897,3.66,0.091,0.046,idle
83.917,3.68,0.090,0.046,idle
83.937,3.69,0.093,0.046,idle
83.957,3.70,0.091,0.045,idle
83.977,3.72,0.093,0.045,idle
83.997,3.71,0.093,0.045,idle
84.017,3.72,0.089,0.046,idle
84.037,3.72,0.092,0.046,idle
84.057,3.73,0.090,0.046,idle
84.077,3.73,0.089,0.046,idle
84.097,3.75,0.092,0.046,idle
84.117,3.76,0.089,0.046,idle
84.137,3.75,0.092,0.046,idle
84.157,3.73,0.092,0.046,idle
84.177,3.72,0.088,0.047,idle
84.197,3.70,0.094,0.047,idle
84.217,3.71,0.092,0.047,idle
84.237,3.72,0.091,0.046,idle
84.257,3.70,0.094,0.047,idle
84.277,3.72,0.090,0.046,idle
84.297,3.73,0.093,0.046,idle
84.317,3.73,0.093,0.046,idle
84.337,3.73,0.090,0.045,idle
84.357,3.73,0.093,0.046,idle
84.377,3.73,0.090,0.047,idle
84.397,3.72,0.091,0.046,idle
84.417,3.73,0.093,0.046,idle
84.437,3.74,0.088,0.046,idle
84.457,3.76,0.092,0.046,idle
84.477,3.75,0.091,0.047,idle
84.497,3.74,0.089,0.046,idle
84.517,3.72,0.092,0.046,idle
84.537,3.71,0.091,0.047,idle
84.557,3.69,0.092,0.047,idle
84.577,3.69,0.093,0.047,idle
84.597,3.67,0.091,0.045,idle
84.617,3.67,0.094,0.045,idle
84.637,3.66,0.091,0.046,idle
84.657,3.66,0.090,0.046,idle
84.677,3.67,0.093,0.047,idle
84.697,3.68,0.091,0.047,idle
84.717,3.69,0.092,0.045,idle
84.737,3.72,0.093,0.047,idle
84.757,3.73,0.088,0.046,idle
84.777,3.73,0.093,0.045,idle
84.797,3.73,0.091,0.046,idle
84.817,3.73,0.089,0.046,idle
84.837,3.73,0.093,0.046,idle
84.857,3.73,0.090,0.047,idle
84.877,3.73,0.091,0.046,idle
84.897,3.74,0.092,0.045,idle
84.917,3.72,0.088,0.047,idle
84.937,3.72,0.093,0.046,idle
84.957,3.71,0.090,0.046,idle
84.977,3.72,0.089,0.045,idle
84.997,3.72,0.093,0.046,idle
85.017,3.71,0.090,0.046,idle
85.037,3.70,0.091,0.046,idle
85.057,3.72,0.093,0.045,idle
85.077,3.71,0.090,0.047,idle
85.097,3.72,0.093,0.045,idle
85.117,3.72,0.091,0.046,idle
85.137,3.73,0.091,0.045,idle
85.157,3.76,0.093,0.046,idle
85.177,3.77,0.090,0.044,idle
85.197,3.78,0.092,0.045,idle
85.217,3.77,0.092,0.045,idle
85.237,3.76,0.088,0.046,idle
85.257,3.78,0.093,0.047,idle
85.277,3.77,0.090,0.046,idle
85.297,3.77,0.091,0.046,idle
85.317,3.78,0.094,0.046,idle
85.337,3.76,0.090,0.046,idle
85.357,3.75,0.092,0.047,idle
85.377,3.78,0.092,0.047,idle
85.397,2.85,0.090,0.045,idle
85.417,7.02,0.094,0.045,idle
85.437,6.75,0.091,0.046,idle
85.457,11.51,0.092,0.046,idle
85.477,13.73,0.094,0.046,idle
85.497,16.44,0.090,0.045,idle
85.517,15.69,0.093,0.045,idle
85.537,17.65,0.093,0.046,idle
85.557,17.97,0.090,0.046,idle
85.577,18.71,0.093,0.046,idle
85.597,18.25,0.091,0.046,idle
85.617,18.13,0.092,0.045,idle
85.637,20.64,0.093,0.045,idle
85.657,22.74,0.089,0.046,idle
85.677,21.94,0.094,0.046,idle
85.697,24.40,0.092,0.046,idle
85.717,24.43,0.090,0.046,idle
85.737,21.90,0.095,0.045,idle
85.757,28.09,0.091,0.046,idle
85.777,28.59,0.093,0.045,idle
85.797,29.68,0.093,0.046,idle
85.817,29.56,0.089,0.044,idle
85.837,30.82,0.093,0.045,idle
85.857,30.43,0.092,0.056,idle
85.877,29.96,0.090,1.604,idle
85.897,33.54,0.094,1.625,MI00_conveyor
85.917,48.84,0.090,2.646,MI00_conveyor
85.937,46.68,0.092,2.844,MI00_conveyor
85.957,46.46,0.092,1.094,MI00_conveyor
85.977,46.64,0.089,1.594,MI00_conveyor
85.997,46.10,0.093,2.989,MI00_conveyor
86.017,42.52,0.090,1.285,MI00_conveyor
86.037,47.86,0.091,0.256,MI00_conveyor
86.057,59.95,0.093,0.449,MI00_conveyor
86.077,55.55,0.089,0.354,MI00_conveyor
86.097,54.61,0.093,1.522,MI00_conveyor
86.117,57.41,0.093,1.691,MI00_conveyor
86.137,58.87,0.090,1.559,MI00_conveyor
86.157,61.28,0.093,1.166,MI00_conveyor
86.177,70.69,0.091,1.184,MI00_conveyor
86.197,75.07,0.092,0.076,MI00_conveyor
86.217,85.61,0.095,2.209,MI00_conveyor
86.237,86.43,0.090,2.071,MI00_conveyor
86.257,91.60,0.094,0.629,MI00_conveyor
86.277,93.53,0.094,0.604,MI00_conveyor
86.297,98.46,0.090,1.056,MI00_conveyor
86.317,99.95,0.093,1.644,MI00_conveyor
86.337,108.16,0.091,0.496,MI00_conveyor
86.357,108.59,0.091,0.280,MI00_conveyor
86.377,108.50,0.093,1.418,MI00_conveyor
86.397,110.73,0.090,3.930,MI00_conveyor
86.417,111.96,0.093,2.112,MI00_conveyor
86.437,115.54,0.093,2.508,MI00_conveyor
86.457,113.70,0.089,0.395,MI00_conveyor
86.477,119.28,0.093,2.508,MI00_conveyor
86.497,121.75,0.090,3.308,MI00_conveyor
86.517,133.58,0.093,2.905,MI00_conveyor
86.537,132.32,0.092,4.043,MI00_conveyor
86.557,133.50,0.090,2.733,MI00_conveyor
86.577,137.09,0.093,4.704,MI00_conveyor
86.597,140.99,0.091,1.804,MI00_conveyor
86.617,147.78,0.089,1.595,MI00_conveyor
86.637,153.64,0.093,1.552,MI00_conveyor
86.657,162.72,0.090,4.519,MI00_conveyor
86.677,161.74,0.092,3.725,MI00_conveyor
86.697,162.29,0.094,3.361,MI00_conveyor
86.717,163.50,0.090,2.451,MI00_conveyor
86.737,167.25,0.094,2.163,MI00_conveyor
86.757,165.57,0.092,3.201,MI00_conveyor
86.777,165.86,0.090,2.296,MI00_conveyor
86.797,170.20,0.093,1.510,MI00_conveyor
86.817,174.66,0.091,2.438,MI00_conveyor
86.837,174.33,0.092,1.379,MI00_conveyor
86.857,180.22,0.092,1.192,MI00_conveyor
86.877,183.19,0.089,2.125,MI00_conveyor
86.897,181.76,0.092,2.955,MI00_conveyor
86.917,169.22,0.090,1.345,MI00_conveyor
86.937,174.91,0.090,1.906,MI00_conveyor
86.957,177.63,0.092,2.693,MI00_conveyor
86.977,179.65,0.089,2.023,MI00_conveyor
86.997,179.36,0.093,3.682,MI00_conveyor
87.017,183.12,0.093,1.530,MI00_conveyor
87.037,179.09,0.089,2.182,MI00_conveyor
87.057,166.97,0.093,1.364,MI00_conveyor
87.077,170.95,0.090,3.902,MI00_conveyor
87.097,172.21,0.091,4.370,MI00_conveyor
87.117,170.07,0.092,2.770,MI00_conveyor
87.137,170.19,0.089,4.091,MI00_conveyor
87.157,169.60,0.093,2.936,MI00_conveyor
87.177,161.13,0.093,1.530,MI00_conveyor
87.197,158.87,0.089,1.227,MI00_conveyor
87.217,150.44,0.094,0.909,MI00_conveyor
87.237,151.78,0.091,3.116,MI00_conveyor
87.257,148.19,0.093,0.830,MI00_conveyor
87.277,151.75,0.093,2.409,MI00_conveyor
87.297,152.67,0.089,1.924,MI00_conveyor
87.317,152.01,0.092,1.539,MI00_conveyor
87.337,139.12,0.092,2.386,MI00_conveyor
87.357,142.40,0.089,1.911,MI00_conveyor
87.377,147.85,0.094,2.078,MI00_conveyor
87.397,147.21,0.090,1.130,MI00_conveyor
87.417,144.99,0.092,1.595,MI00_conveyor
87.437,144.71,0.093,1.851,MI00_conveyor
87.457,144.04,0.090,2.255,MI00_conveyor
87.477,135.91,0.092,0.376,MI00_conveyor
87.497,132.64,0.093,0.403,MI00_conveyor
87.517,131.11,0.090,2.623,MI00_conveyor
87.537,135.33,0.093,0.275,MI00_conveyor
87.557,138.07,0.091,0.802,MI00_conveyor
87.577,135.69,0.092,0.535,MI00_conveyor
87.597,132.19,0.093,1.503,MI00_conveyor
87.617,131.85,0.089,0.780,MI00_conveyor
87.637,128.07,0.093,0.942,MI00_conveyor
87.657,116.93,0.092,1.176,MI00_conveyor
87.677,119.70,0.089,0.911,MI00_conveyor
87.697,117.41,0.093,1.984,MI00_conveyor
87.717,121.81,0.091,1.985,MI00_conveyor
87.737,119.97,0.092,2.098,MI00_conveyor
87.757,116.33,0.093,2.435,MI00_conveyor
87.777,119.38,0.090,2.113,MI00_conveyor
87.797,123.97,0.093,1.364,MI00_conveyor
87.817,120.04,0.092,2.975,MI00_conveyor
87.837,119.49,0.090,2.795,MI00_conveyor
87.857,120.11,0.092,2.032,MI00_conveyor
87.877,120.02,0.090,0.867,MI00_conveyor
87.897,121.44,0.093,2.491,MI00_conveyor
87.917,121.02,0.094,1.710,MI00_conveyor
87.937,124.43,0.090,1.277,MI00_conveyor
87.957,131.69,0.092,1.730,MI00_conveyor
87.977,134.13,0.091,1.954,MI00_conveyor
87.997,138.63,0.090,2.908,MI00_conveyor
88.017,139.58,0.094,1.641,MI00_conveyor
88.037,145.01,0.089,1.841,MI00_conveyor
88.057,148.20,0.092,2.399,MI00_conveyor
88.077,154.49,0.094,1.930,MI00_conveyor
88.097,163.19,0.088,2.333,MI00_conveyor
88.117,169.94,0.091,1.767,MI00_conveyor
88.137,171.50,0.092,0.489,MI00_conveyor
88.157,168.79,0.091,0.946,MI00_conveyor
88.177,167.38,0.094,1.218,MI00_conveyor
88.197,169.44,0.091,2.626,MI00_conveyor
88.217,170.19,0.092,2.320,MI00_conveyor
88.237,180.61,0.093,2.140,MI00_conveyor
