time_s,power_W,I0_rms_A,I1_rms_A,label
0.000,0.36,0.008,0.038,idle
0.020,0.36,0.008,0.039,idle
0.040,0.39,0.008,0.040,idle
0.060,0.38,0.009,0.040,idle
0.080,0.38,0.008,0.047,idle
0.100,0.39,0.008,0.040,idle
0.120,0.42,0.009,0.037,idle
0.140,0.42,0.009,0.036,idle
0.160,0.40,0.008,0.040,idle
0.180,0.42,0.008,0.039,idle
0.200,0.45,0.008,0.043,idle
0.220,0.43,0.008,0.041,idle
0.240,0.47,0.008,0.041,idle
0.260,0.49,0.008,0.040,idle
0.280,0.53,0.008,0.041,idle
0.300,0.55,0.007,0.041,idle
0.320,0.56,0.007,0.042,idle
0.340,0.57,0.007,0.038,idle
0.360,0.59,0.007,0.044,idle
0.380,0.56,0.007,0.039,idle
0.400,0.59,0.008,0.038,idle
0.420,0.62,0.008,0.042,idle
0.440,0.60,0.008,0.040,idle
0.460,0.60,0.008,0.039,idle
0.480,0.56,0.008,0.040,idle
0.500,0.51,0.008,0.041,idle
0.520,0.39,0.008,0.043,idle
0.540,0.75,0.008,0.039,idle
0.560,1.14,0.007,0.040,idle
0.580,1.12,0.008,0.038,idle
0.600,0.95,0.008,0.041,idle
0.620,0.63,0.008,0.040,idle
0.640,0.60,0.008,0.041,idle
0.660,0.90,0.007,0.042,idle
0.680,0.94,0.008,0.036,idle
0.700,1.00,0.008,0.037,idle
0.720,0.90,0.007,0.040,idle
0.740,0.78,0.008,0.038,idle
0.760,0.84,0.007,0.037,idle
0.780,0.87,0.008,0.035,idle
0.800,0.79,0.008,0.040,idle
0.820,0.76,0.008,0.038,idle
0.840,0.69,0.008,0.039,idle
0.860,0.64,0.008,0.042,idle
0.880,0.68,0.008,0.037,idle
0.900,0.69,0.009,0.036,idle
0.920,0.67,0.009,0.045,idle
0.940,0.65,0.008,0.042,idle
0.960,0.67,0.008,0.038,idle
0.980,0.69,0.009,0.045,idle
1.000,0.72,0.008,0.076,idle
1.020,0.73,0.009,0.131,idle
1.040,0.73,0.010,0.120,idle
1.060,0.74,0.010,0.116,idle
1.080,0.71,0.008,0.072,idle
1.100,0.70,0.008,0.090,idle
1.120,0.64,0.008,0.116,idle
1.140,0.66,0.009,0.086,idle
1.160,0.70,0.009,0.066,idle
1.180,0.68,0.007,0.047,idle
1.200,0.65,0.008,0.044,idle
1.220,0.72,0.008,0.048,idle
1.240,0.69,0.008,0.041,idle
1.260,0.68,0.008,0.039,idle
1.280,0.64,0.008,0.042,idle
1.300,0.66,0.007,0.038,idle
1.320,0.70,0.008,0.045,idle
1.340,0.69,0.007,0.042,idle
1.360,0.63,0.007,0.038,idle
1.380,0.69,0.008,0.039,idle
1.400,0.72,0.008,0.039,idle
1.420,0.71,0.008,0.039,idle
1.440,0.73,0.008,0.040,idle
1.460,0.75,0.008,0.037,idle
1.480,0.82,0.007,0.032,idle
1.500,0.86,0.008,0.037,idle
1.520,0.97,0.007,0.040,idle
1.540,0.59,0.008,0.035,idle
1.560,0.22,0.007,0.036,idle
1.580,0.21,0.007,0.040,idle
1.600,0.36,0.008,0.039,idle
1.620,0.67,0.008,0.037,idle
1.640,0.72,0.008,0.036,idle
1.660,0.41,0.007,0.042,idle
1.680,0.37,0.007,0.041,idle
1.700,0.40,0.008,0.035,idle
1.720,0.43,0.008,0.033,idle
1.740,0.48,0.008,0.043,idle
1.760,0.44,0.008,0.038,idle
1.780,0.35,0.008,0.037,idle
1.800,0.43,0.007,0.038,idle
1.820,0.39,0.007,0.043,idle
1.840,0.44,0.008,0.039,idle
1.860,0.43,0.008,0.038,idle
1.880,0.42,0.008,0.037,idle
1.900,0.38,0.007,0.039,idle
1.920,0.36,0.008,0.038,idle
1.940,0.37,0.007,0.038,idle
1.960,0.37,0.007,0.038,idle
1.980,0.33,0.007,0.039,idle
2.000,0.35,0.007,0.039,idle
2.020,0.34,0.008,0.037,idle
2.040,0.32,0.008,0.037,idle
2.060,0.33,0.007,0.044,idle
2.080,0.34,0.008,0.040,idle
2.100,0.35,0.008,0.039,idle
2.120,0.36,0.007,0.041,idle
2.140,0.36,0.007,0.038,idle
2.160,0.35,0.007,0.037,idle
2.180,0.34,0.008,0.038,idle
2.200,0.36,0.007,0.034,idle
2.220,0.33,0.008,0.041,idle
2.240,0.31,0.008,0.040,idle
2.260,0.27,0.007,0.034,idle
2.280,0.29,0.008,0.040,idle
2.300,0.27,0.008,0.038,idle
2.320,0.23,0.008,0.039,idle
2.340,0.27,0.007,0.039,idle
2.360,0.36,0.007,0.036,idle
2.380,0.35,0.008,0.036,idle
2.400,0.31,0.008,0.037,idle
2.420,0.28,0.007,0.037,idle
2.440,0.27,0.007,0.037,idle
2.460,0.22,0.007,0.039,idle
2.480,0.16,0.007,0.038,idle
2.500,0.14,0.008,0.039,idle
2.520,0.11,0.008,0.035,idle
2.540,0.13,0.008,0.033,idle
2.560,0.15,0.007,0.035,idle
2.580,0.14,0.007,0.037,idle
2.600,0.18,0.007,0.039,idle
2.620,0.16,0.007,0.039,idle
2.640,0.10,0.008,0.036,idle
2.660,0.13,0.007,0.035,idle
2.680,0.12,0.007,0.037,idle
2.700,0.12,0.008,0.037,idle
2.720,0.15,0.008,0.040,idle
2.740,0.15,0.007,0.034,idle
2.760,0.11,0.008,0.040,idle
2.780,0.18,0.007,0.037,idle
2.800,0.13,0.007,0.036,idle
2.820,0.14,0.007,0.041,idle
2.840,0.13,0.008,0.040,idle
2.860,0.17,0.007,0.037,idle
2.880,0.16,0.007,0.041,idle
2.900,0.20,0.007,0.039,idle
2.920,0.24,0.008,0.038,idle
2.940,0.20,0.007,0.039,idle
2.960,0.22,0.007,0.037,idle
2.980,0.25,0.008,0.040,idle
3.000,0.21,0.007,0.038,idle
3.020,0.21,0.007,0.039,idle
3.040,0.21,0.007,0.040,idle
3.060,0.24,0.008,0.035,idle
3.080,0.25,0.007,0.037,idle
3.100,0.35,0.007,0.038,idle
3.120,0.56,0.007,0.034,idle
3.140,0.55,0.007,0.043,idle
3.160,0.36,0.007,0.037,idle
3.180,0.29,0.007,0.039,idle
3.200,0.19,0.007,0.041,idle
3.220,0.21,0.007,0.039,idle
3.240,0.29,0.007,0.040,idle
3.260,0.35,0.008,0.041,idle
3.280,0.44,0.008,0.038,idle
3.300,0.50,0.008,0.038,idle
3.320,0.50,0.007,0.039,idle
3.340,0.41,0.008,0.041,idle
3.360,0.25,0.008,0.037,idle
3.380,0.19,0.007,0.036,idle
3.400,0.26,0.007,0.042,idle
3.420,0.35,0.007,0.040,idle
3.440,0.34,0.007,0.039,idle
3.460,0.34,0.008,0.039,idle
3.480,0.36,0.007,0.034,idle
3.500,0.40,0.008,0.041,idle
3.520,0.39,0.007,0.038,idle
3.540,0.34,0.008,0.042,idle
3.560,0.30,0.008,0.036,idle
3.580,0.29,0.008,0.050,idle
3.600,0.28,0.007,0.059,idle
3.620,0.29,0.008,0.075,idle
3.640,0.33,0.007,0.061,idle
3.660,0.29,0.007,0.046,idle
3.680,0.29,0.008,0.055,idle
3.700,0.28,0.008,0.067,idle
3.720,0.27,0.008,0.048,idle
3.740,0.29,0.008,0.043,idle
3.760,0.31,0.007,0.044,idle
3.780,0.25,0.008,0.048,idle
3.800,0.29,0.008,0.045,idle
3.820,0.29,0.008,0.040,idle
3.840,0.28,0.007,0.053,idle
3.860,0.30,0.008,0.053,idle
3.880,0.31,0.008,0.044,idle
3.900,0.28,0.007,0.043,idle
3.920,0.24,0.007,0.042,idle
3.940,0.28,0.007,0.039,idle
3.960,0.24,0.007,0.041,idle
3.980,0.28,0.007,0.035,idle
4.000,0.32,0.007,0.037,idle
4.020,0.31,0.008,0.039,idle
4.040,0.32,0.008,0.039,idle
4.060,0.31,0.008,0.038,idle
4.080,0.29,0.008,0.034,idle
4.100,0.19,0.008,0.037,idle
4.120,-0.01,0.008,0.034,idle
4.140,-0.07,0.008,0.037,idle
4.160,0.13,0.008,0.039,idle
4.180,0.21,0.008,0.033,idle
4.200,0.30,0.008,0.037,idle
4.220,0.26,0.008,0.037,idle
4.240,0.18,0.007,0.037,idle
4.260,0.20,0.007,0.038,idle
4.280,0.09,0.007,0.040,idle
4.300,0.01,0.008,0.039,idle
4.320,0.04,0.008,0.037,idle
4.340,0.09,0.007,0.038,idle
4.360,0.21,0.007,0.033,idle
4.380,0.23,0.007,0.037,idle
4.400,0.19,0.007,0.037,idle
4.420,0.10,0.007,0.036,idle
4.440,0.14,0.008,0.037,idle
4.460,0.20,0.008,0.034,idle
4.480,0.21,0.007,0.037,idle
4.500,0.19,0.008,0.037,idle
4.520,0.24,0.008,0.039,idle
4.540,0.27,0.008,0.037,idle
4.560,0.28,0.008,0.036,idle
4.580,0.26,0.008,0.035,idle
4.600,0.26,0.008,0.039,idle
4.620,0.25,0.008,0.035,idle
4.640,0.21,0.008,0.036,idle
4.660,0.22,0.007,0.036,idle
4.680,0.22,0.008,0.041,idle
4.700,0.23,0.008,0.038,idle
4.720,0.24,0.008,0.040,idle
4.740,0.22,0.008,0.037,idle
4.760,0.19,0.008,0.037,idle
4.780,0.22,0.008,0.038,idle
4.800,0.25,0.008,0.040,idle
4.820,0.25,0.008,0.038,idle
4.840,0.28,0.008,0.035,idle
4.860,0.28,0.008,0.037,idle
4.880,0.26,0.008,0.035,idle
4.900,0.31,0.008,0.039,idle
4.920,0.36,0.008,0.034,idle
4.940,0.33,0.008,0.039,idle
4.960,0.34,0.008,0.036,idle
4.980,0.33,0.008,0.035,idle
5.000,0.33,0.008,0.041,idle
5.020,0.32,0.008,0.039,idle
5.040,0.31,0.007,0.037,idle
5.060,0.26,0.008,0.038,idle
5.080,0.34,0.008,0.039,idle
5.100,0.33,0.008,0.034,idle
5.120,0.35,0.008,0.038,idle
5.140,0.41,0.007,0.037,idle
5.160,0.37,0.007,0.032,idle
5.180,0.39,0.007,0.037,idle
5.200,0.42,0.008,0.037,idle
5.220,0.43,0.008,0.039,idle
5.240,0.43,0.008,0.038,idle
5.260,0.43,0.008,0.039,idle
5.280,0.43,0.007,0.034,idle
5.300,0.46,0.007,0.036,idle
5.320,0.43,0.008,0.041,idle
5.340,0.43,0.008,0.036,idle
5.360,0.41,0.008,0.035,idle
5.380,0.42,0.008,0.038,idle
5.400,0.37,0.008,0.035,idle
5.420,0.39,0.008,0.037,idle
5.440,0.39,0.008,0.034,idle
5.460,0.36,0.008,0.036,idle
5.480,0.37,0.007,0.036,idle
5.500,0.40,0.007,0.038,idle
5.520,0.41,0.007,0.037,idle
5.540,0.46,0.007,0.037,idle
5.560,0.50,0.007,0.040,idle
5.580,0.51,0.008,0.035,idle
5.600,0.54,0.008,0.038,idle
5.620,0.55,0.008,0.035,idle
5.640,0.58,0.008,0.035,idle
5.660,0.58,0.007,0.037,idle
5.680,0.57,0.007,0.041,idle
5.700,0.53,0.008,0.038,idle
5.720,0.51,0.007,0.037,idle
5.740,0.53,0.008,0.040,idle
5.760,0.52,0.008,0.038,idle
5.780,0.52,0.007,0.037,idle
5.800,0.45,0.008,0.041,idle
5.820,0.48,0.008,0.038,idle
5.840,0.44,0.007,0.037,idle
5.860,0.41,0.007,0.039,idle
5.880,0.42,0.008,0.035,idle
5.900,0.39,0.007,0.036,idle
5.920,0.39,0.007,0.035,idle
5.940,0.42,0.008,0.036,idle
5.960,0.46,0.007,0.039,idle
5.980,0.44,0.007,0.039,idle
6.000,0.36,0.007,0.039,idle
6.020,0.39,0.007,0.039,idle
6.040,0.39,0.008,0.036,idle
6.060,0.38,0.007,0.037,idle
6.080,0.31,0.008,0.036,idle
6.100,0.26,0.008,0.038,idle
6.120,-0.20,0.007,0.038,idle
6.140,-0.25,0.007,0.039,idle
6.160,0.03,0.007,0.039,idle
6.180,0.24,0.008,0.040,idle
6.200,0.35,0.008,0.039,idle
6.220,0.09,0.007,0.037,idle
6.240,-0.11,0.008,0.036,idle
6.260,-0.04,0.007,0.035,idle
6.280,-0.00,0.007,0.039,idle
6.300,0.05,0.007,0.040,idle
6.320,0.07,0.007,0.036,idle
6.340,-0.03,0.007,0.036,idle
6.360,-0.02,0.008,0.040,idle
6.380,0.04,0.008,0.034,idle
6.400,0.02,0.008,0.037,idle
6.420,0.07,0.008,0.039,idle
6.440,0.08,0.008,0.037,idle
6.460,0.07,0.007,0.040,idle
6.480,0.08,0.007,0.036,idle
6.500,0.04,0.007,0.036,idle
6.520,0.01,0.007,0.038,idle
6.540,-0.04,0.008,0.038,idle
6.560,-0.08,0.008,0.050,idle
6.580,-0.07,0.008,0.086,idle
6.600,-0.08,0.008,0.129,idle
6.620,-0.08,0.008,0.115,idle
6.640,-0.09,0.009,0.080,idle
6.660,-0.10,0.008,0.061,idle
6.680,-0.11,0.008,0.099,idle
6.700,-0.09,0.008,0.092,idle
6.720,-0.06,0.008,0.086,idle
6.740,-0.05,0.008,0.045,idle
6.760,0.00,0.008,0.039,idle
6.780,0.05,0.008,0.040,idle
6.800,0.04,0.007,0.048,idle
6.820,0.03,0.008,0.046,idle
6.840,0.07,0.008,0.037,idle
6.860,0.11,0.008,0.043,idle
6.880,0.17,0.008,0.037,idle
6.900,0.16,0.008,0.040,idle
6.920,0.15,0.007,0.038,idle
6.940,0.11,0.007,0.040,idle
6.960,0.10,0.008,0.039,idle
6.980,0.10,0.007,0.035,idle
7.000,0.07,0.007,0.040,idle
7.020,0.05,0.007,0.038,idle
7.040,0.04,0.008,0.039,idle
7.060,0.11,0.007,0.037,idle
7.080,0.15,0.008,0.038,idle
7.100,0.18,0.007,0.037,idle
7.120,0.64,0.007,0.037,idle
7.140,0.67,0.008,0.037,idle
7.160,0.43,0.008,0.035,idle
7.180,0.20,0.007,0.036,idle
7.200,0.04,0.008,0.037,idle
7.220,0.32,0.008,0.039,idle
7.240,0.50,0.008,0.033,idle
7.260,0.38,0.008,0.040,idle
7.280,0.33,0.008,0.036,idle
7.300,0.26,0.008,0.040,idle
7.320,0.27,0.008,0.038,idle
7.340,0.38,0.008,0.039,idle
7.360,0.39,0.008,0.039,idle
7.380,0.33,0.007,0.041,idle
7.400,0.34,0.007,0.039,idle
7.420,0.32,0.008,0.038,idle
7.440,0.32,0.007,0.041,idle
7.460,0.35,0.007,0.042,idle
7.480,0.34,0.007,0.039,idle
7.500,0.38,0.008,0.039,idle
7.520,0.39,0.008,0.038,idle
7.540,0.43,0.008,0.038,idle
7.560,0.46,0.008,0.034,idle
7.580,0.48,0.008,0.035,idle
7.600,0.48,0.008,0.039,idle
7.620,0.50,0.008,0.036,idle
7.640,0.48,0.008,0.038,idle
7.660,0.49,0.008,0.041,idle
7.680,0.50,0.007,0.037,idle
7.700,0.54,0.008,0.035,idle
7.720,0.53,0.007,0.038,idle
7.740,0.53,0.008,0.036,idle
7.760,0.55,0.008,0.042,idle
7.780,0.49,0.008,0.038,idle
7.800,0.53,0.008,0.042,idle
7.820,0.54,0.007,0.038,idle
7.840,0.56,0.008,0.038,idle
7.860,0.57,0.007,0.036,idle
7.880,0.58,0.007,0.040,idle
7.900,0.56,0.007,0.037,idle
7.920,0.57,0.007,0.039,idle
7.940,0.59,0.007,0.039,idle
7.960,0.57,0.008,0.036,idle
7.980,0.59,0.008,0.039,idle
8.000,-2.18,0.007,0.038,idle
8.020,-2.31,0.007,0.040,idle
8.040,-2.39,0.008,0.041,idle
8.060,-2.54,0.008,0.035,idle
8.080,-2.66,0.007,0.036,idle
8.100,-2.74,0.007,0.040,idle
8.120,-2.86,0.008,0.037,idle
8.140,-2.96,0.008,0.038,idle
8.160,-3.08,0.007,0.039,idle
8.180,-3.19,0.007,0.035,idle
8.200,-3.28,0.007,0.034,idle
8.220,-3.42,0.008,0.038,idle
8.240,-3.51,0.008,0.038,idle
8.260,-3.57,0.007,0.035,idle
8.280,-3.67,0.007,0.038,idle
8.300,-3.79,0.008,0.035,idle
8.320,-3.94,0.008,0.037,idle
8.340,-4.04,0.008,0.040,idle
8.360,-4.17,0.008,0.041,idle
8.380,-4.28,0.008,0.037,idle
8.400,-4.38,0.007,0.041,idle
8.420,-4.52,0.008,0.037,idle
8.440,-4.66,0.008,0.041,idle
8.460,-4.78,0.008,0.036,idle
8.480,-4.90,0.008,2.135,idle
8.500,-5.05,0.008,0.236,idle
8.520,-5.18,0.008,0.079,idle
8.540,-5.35,0.008,0.045,idle
8.560,-5.48,0.007,0.042,idle
8.580,-5.61,0.008,0.039,idle
8.600,-5.73,0.007,0.028,idle
8.620,-5.85,0.007,0.025,idle
8.640,-5.96,0.007,0.023,idle
8.660,-6.08,0.007,0.023,idle
8.680,-6.20,0.008,0.028,idle
8.700,-6.34,0.008,0.058,idle
8.720,-6.46,0.008,0.038,idle
8.740,-6.80,0.008,0.035,idle
8.760,-7.31,0.008,0.032,idle
8.780,-6.55,0.008,0.034,idle
8.800,-7.11,0.008,0.034,idle
8.820,-7.45,0.008,0.033,idle
8.840,-7.83,0.008,0.033,idle
8.860,-8.34,0.008,0.034,idle
8.880,-8.69,0.007,0.033,idle
8.900,-9.04,0.007,0.034,idle
8.920,-9.43,0.007,0.034,idle
8.940,-9.71,0.007,0.035,idle
8.960,-10.05,0.007,0.033,idle
8.980,-10.51,0.007,0.035,idle
9.000,-7.98,0.007,0.036,idle
9.020,-8.14,0.008,0.037,idle
9.040,-8.38,0.008,0.034,idle
9.060,-8.57,0.008,0.033,idle
9.080,-8.68,0.007,0.033,idle
9.100,-8.90,0.007,0.033,idle
9.120,-9.09,0.008,0.035,idle
9.140,-9.23,0.008,0.035,idle
9.160,-9.48,0.007,0.034,idle
9.180,-9.73,0.007,0.035,idle
9.200,-9.93,0.008,0.035,idle
9.220,-10.07,0.008,1.219,idle
9.240,-10.32,0.008,0.459,idle
9.260,-10.57,0.008,0.633,idle
9.280,-10.78,0.008,0.238,idle
9.300,-11.01,0.009,0.108,idle
9.320,-11.31,0.009,0.068,idle
9.340,-11.53,0.008,0.098,idle
9.360,-11.74,0.008,0.069,idle
9.380,-11.85,0.007,0.070,idle
9.400,-12.08,0.008,0.083,idle
9.420,-12.28,0.008,0.070,idle
9.440,-12.40,0.008,0.062,idle
9.460,-12.65,0.007,0.088,idle
9.480,-12.89,0.008,0.071,idle
9.500,-13.02,0.008,0.087,idle
9.520,-13.23,0.008,0.094,idle
9.540,-13.49,0.007,0.096,idle
9.560,-13.69,0.007,0.083,idle
9.580,-13.80,0.007,0.087,idle
9.600,-14.03,0.008,0.087,idle
9.620,-14.26,0.007,0.073,idle
9.640,-14.35,0.007,0.075,idle
9.660,-14.57,0.007,0.087,idle
9.680,-14.80,0.008,0.084,idle
9.700,-14.94,0.007,0.073,idle
9.720,-15.18,0.007,0.076,idle
9.740,-15.24,0.008,0.087,idle
9.760,-15.06,0.008,0.083,idle
9.780,-16.06,0.008,0.071,idle
9.800,-15.83,0.008,0.092,idle
9.820,-15.80,0.008,0.083,idle
9.840,-15.67,0.008,0.082,idle
9.860,-15.53,0.008,0.069,idle
9.880,-15.55,0.008,0.084,idle
9.900,-15.44,0.008,0.089,idle
9.920,-15.41,0.007,0.073,idle
9.940,-15.49,0.007,0.081,idle
9.960,-15.40,0.008,0.091,idle
9.980,-15.30,0.007,0.076,idle
10.000,-15.44,0.008,0.073,idle
10.020,-15.44,0.007,0.091,idle
10.040,-15.42,0.008,0.090,idle
10.060,-15.48,0.008,0.065,idle
10.080,-15.55,0.007,0.086,idle
10.100,-15.56,0.008,0.095,idle
10.120,-15.48,0.008,0.063,idle
10.140,-15.57,0.008,0.087,idle
10.160,-15.52,0.008,0.091,idle
10.180,-15.40,0.008,0.076,idle
10.200,-15.43,0.008,0.074,idle
10.220,-15.48,0.008,0.091,idle
10.240,-15.35,0.008,0.089,idle
10.260,-15.33,0.008,0.069,idle
10.280,-15.32,0.008,0.087,idle
10.300,-15.19,0.008,0.090,idle
10.320,-15.11,0.007,0.071,idle
10.340,-15.12,0.008,0.086,idle
10.360,-15.01,0.008,0.089,idle
10.380,-15.13,0.008,0.075,idle
10.400,-15.11,0.007,0.080,idle
10.420,-15.02,0.007,0.092,idle
10.440,-15.11,0.007,0.078,idle
10.460,-15.07,0.008,0.073,idle
10.480,-14.92,0.008,0.096,idle
10.500,-14.99,0.008,0.082,idle
10.520,-14.97,0.008,0.072,idle
10.540,-14.79,0.008,0.088,idle
10.560,-14.83,0.008,0.082,idle
10.580,-14.93,0.007,0.096,idle
10.600,-14.82,0.008,0.072,idle
10.620,-14.83,0.007,0.087,idle
10.640,-14.94,0.007,0.092,idle
10.660,-14.81,0.008,0.075,idle
10.680,-14.81,0.008,0.087,idle
10.700,-14.88,0.008,0.095,idle
10.720,-14.76,0.008,0.070,idle
10.740,-14.71,0.008,0.088,idle
10.760,-14.71,0.008,0.095,idle
10.780,-14.71,0.008,0.069,idle
10.800,-14.71,0.008,0.088,idle
10.820,-14.72,0.007,0.097,idle
10.840,-14.72,0.008,0.070,idle
10.860,-14.72,0.007,0.088,idle
10.880,-14.73,0.008,0.096,idle
10.900,-14.71,0.008,0.068,idle
10.920,-14.69,0.008,0.087,idle
10.940,-14.64,0.008,0.097,idle
10.960,-14.61,0.008,0.071,idle
10.980,-14.58,0.008,0.089,idle
11.000,-14.47,0.008,0.098,idle
11.020,-14.39,0.008,0.070,idle
11.040,-14.40,0.008,0.089,idle
11.060,-14.35,0.008,0.098,idle
11.080,-14.28,0.008,0.070,idle
11.100,-14.28,0.008,0.089,idle
11.120,-14.37,0.008,0.097,idle
11.140,-14.25,0.008,0.071,idle
11.160,-14.27,0.008,0.089,idle
11.180,-14.36,0.008,0.098,idle
11.200,-14.23,0.008,0.071,idle
11.220,-14.26,0.008,0.088,idle
11.240,-14.36,0.008,0.097,idle
11.260,-14.25,0.008,0.071,idle
11.280,-14.26,0.008,0.089,idle
11.300,-14.37,0.008,0.096,idle
11.320,-14.27,0.008,0.073,idle
11.340,-14.28,0.008,0.089,idle
11.360,-14.37,0.008,0.097,idle
11.380,-14.25,0.008,0.075,idle
11.400,-14.26,0.008,0.090,idle
11.420,-14.37,0.008,0.098,idle
11.440,-14.25,0.008,0.074,idle
11.460,-14.26,0.008,0.089,idle
11.480,-14.37,0.008,0.098,idle
11.500,-14.27,0.008,0.075,idle
11.520,-14.28,0.007,0.090,idle
11.540,-14.39,0.008,0.097,idle
11.560,-14.28,0.007,0.075,idle
11.580,-14.29,0.007,0.091,idle
11.600,-14.39,0.007,0.099,idle
11.620,-14.28,0.007,0.076,idle
11.640,-14.27,0.008,0.091,idle
11.660,-14.36,0.008,0.100,idle
11.680,-14.23,0.008,0.077,idle
11.700,-14.24,0.008,0.091,idle
11.720,-14.37,0.007,0.101,idle
11.740,-14.28,0.007,0.077,idle
11.760,-14.30,0.007,0.091,idle
11.780,-14.39,0.007,0.101,idle
11.800,-14.28,0.007,0.078,idle
11.820,-14.31,0.008,0.092,idle
11.840,-14.41,0.008,0.101,idle
11.860,-14.30,0.008,0.078,idle
11.880,-14.31,0.007,0.091,idle
11.900,-14.41,0.008,0.102,idle
11.920,-14.31,0.008,0.078,idle
11.940,-14.33,0.008,0.091,idle
11.960,-14.43,0.007,0.102,idle
11.980,-14.34,0.008,0.079,idle
12.000,-14.36,0.008,0.092,idle
12.020,-14.46,0.008,0.102,idle
12.040,-14.37,0.007,0.079,idle
12.060,-14.39,0.008,0.093,idle
12.080,-14.49,0.008,0.102,idle
12.100,-14.38,0.007,0.078,idle
12.120,-14.40,0.008,0.093,idle
12.140,-14.50,0.007,0.104,idle
12.160,-14.41,0.008,0.079,idle
12.180,-14.41,0.008,0.090,idle
12.200,-14.52,0.008,0.102,idle
12.220,-14.42,0.009,0.080,idle
12.240,-14.43,0.008,0.094,idle
12.260,-14.53,0.007,0.102,idle
12.280,-14.43,0.008,0.076,idle
12.300,-14.45,0.007,0.091,idle
12.320,-14.54,0.008,0.102,idle
12.340,-14.45,0.008,0.079,idle
12.360,-14.45,0.007,0.093,idle
12.380,-14.56,0.008,0.105,idle
12.400,-14.48,0.008,0.082,idle
12.420,-14.49,0.008,0.093,idle
12.440,-14.59,0.007,0.102,idle
12.460,-14.50,0.008,0.080,idle
12.480,-14.51,0.008,0.093,idle
12.500,-14.63,0.007,0.104,idle
12.520,-14.54,0.007,0.081,idle
12.540,-14.56,0.008,0.093,idle
12.560,-14.67,0.008,0.103,idle
12.580,-14.58,0.008,0.081,idle
12.600,-14.58,0.008,0.094,idle
12.620,-14.69,0.008,0.105,idle
12.640,-14.61,0.008,0.081,idle
12.660,-14.64,0.008,0.092,idle
12.680,-14.76,0.008,0.102,idle
12.700,-14.67,0.008,0.081,idle
12.720,-14.65,0.008,0.093,idle
12.740,-14.74,0.008,0.105,idle
12.760,-14.66,0.008,0.082,idle
12.780,-14.69,0.008,0.095,idle
12.800,-14.84,0.008,0.105,idle
12.820,-14.83,0.008,0.081,idle
12.840,-14.86,0.008,0.092,idle
12.860,-15.01,0.008,0.105,idle
12.880,-15.02,0.008,0.082,idle
12.900,-15.02,0.008,0.093,idle
12.920,-15.21,0.008,0.105,idle
12.940,-15.20,0.008,0.083,idle
12.960,-15.20,0.008,0.093,idle
12.980,-15.39,0.008,0.105,idle
13.000,-15.37,0.008,0.082,idle
13.020,-15.38,0.007,0.093,idle
13.040,-15.57,0.008,0.104,idle
13.060,-15.86,0.008,0.080,idle
13.080,-16.03,0.007,0.091,idle
13.100,-16.26,0.008,0.103,idle
13.120,-16.37,0.009,0.081,idle
13.140,-16.37,0.008,0.091,idle
13.160,-16.62,0.008,0.105,idle
13.180,-16.68,0.008,0.083,idle
13.200,-16.66,0.008,0.093,idle
13.220,-16.76,0.008,0.096,idle
13.240,-16.86,0.008,0.082,idle
13.260,-16.82,0.008,0.083,idle
13.280,-16.94,0.008,0.096,idle
13.300,-17.04,0.008,0.091,idle
13.320,-17.00,0.008,0.081,idle
13.340,-17.18,0.008,0.097,idle
13.360,-17.19,0.008,0.091,idle
13.380,-17.19,0.007,0.076,idle
13.400,-17.34,0.008,0.100,idle
13.420,-17.33,0.008,0.089,idle
13.440,-17.34,0.008,0.079,idle
13.460,-17.48,0.008,0.101,idle
13.480,-17.48,0.008,0.089,idle
13.500,-17.57,0.008,0.078,idle
13.520,-17.69,0.007,0.115,idle
13.540,-17.68,0.008,0.266,idle
13.560,-17.72,0.008,0.175,idle
13.580,-17.83,0.008,0.141,idle
13.600,-17.82,0.008,0.126,idle
13.620,-17.87,0.008,0.101,idle
13.640,-17.95,0.007,0.128,idle
13.660,-17.95,0.007,0.130,idle
13.680,-18.03,0.007,0.093,idle
13.700,-18.07,0.008,0.096,idle
13.720,-18.09,0.008,0.116,idle
13.740,-18.21,0.007,0.091,idle
13.760,-18.26,0.008,0.096,idle
13.780,-18.25,0.007,0.120,idle
13.800,-18.27,0.008,0.091,idle
13.820,-18.21,0.008,0.104,idle
13.840,-18.19,0.008,0.105,idle
13.860,-18.18,0.008,0.096,idle
13.880,-18.16,0.008,0.116,idle
13.900,-18.16,0.008,0.094,idle
13.920,-18.11,0.008,0.095,idle
13.940,-18.15,0.008,0.111,idle
13.960,-18.16,0.008,0.093,idle
13.980,-18.11,0.007,0.109,idle
14.000,-18.10,0.008,0.106,idle
14.020,-18.21,0.007,0.096,idle
14.040,-18.10,0.007,0.112,idle
14.060,-17.80,0.008,0.097,idle
14.080,-17.67,0.008,0.097,idle
14.100,-17.59,0.008,0.112,idle
14.120,-17.48,0.008,0.096,idle
14.140,-17.53,0.009,0.098,idle
14.160,-17.34,0.008,0.119,idle
14.180,-17.28,0.008,0.091,idle
14.200,-17.37,0.008,0.101,idle
14.220,-17.32,0.008,0.118,idle
14.240,-17.24,0.008,0.095,idle
14.260,-17.38,0.008,0.097,idle
14.280,-17.31,0.008,0.113,idle
14.300,-17.30,0.008,0.091,idle
14.320,-17.35,0.008,0.097,idle
