time,chassis_joint.phi,chassis_joint.w,left_joint.phi,left_joint.w,Right_joint1.phi
3.88,-1.915014273271471,7.127914881053844,0.0,0.0,0.0
3.89,-1.8433015549717549,7.209858113086003,0.0,0.0,0.0
3.9,-1.7708598031085527,7.27305104182312,0.0,0.0,0.0
3.91,-1.697876861404115,7.317012571133457,0.0,0.0,0.0
3.92,-1.6245550446671349,7.341375891655723,0.0,0.0,0.0
3.93,-1.5510933710108123,7.3459414255916275,0.0,0.0,0.0
3.94,-1.4776783227784958,7.330615803122407,0.0,0.0,0.0
3.95,-1.4045170727630585,7.295587787907969,0.0,0.0,0.0
3.96,-1.3318101125305897,7.2412206847091065,0.0,0.0,0.0
3.97,-1.2597406098362585,7.167727679301939,0.0,0.0,0.0
3.98,-1.1884999432277765,7.075796811955553,0.0,0.0,0.0
3.99,-1.1182705254501704,6.966238191535193,0.0,0.0,0.0
4.0,-1.0492258945422148,6.839794127347534,0.0,0.0,0.0
4.01,-0.9815300075198773,6.6972448453412206,0.0,0.0,0.0
4.0200000000000005,-0.9153363425311919,6.539741703413122,0.0,0.0,0.0
4.03,-0.850787737403724,6.36838939800326,0.0,0.0,0.0
4.04,-0.7880271634386826,6.184029523426265,0.0,0.0,0.0
4.05,-0.7271707580952378,5.987895388837007,0.0,0.0,0.0
4.0600000000000005,-0.6683251660844626,5.781117284127043,0.0,0.0,0.0
4.07,-0.6116022688540834,5.5647141723588245,0.0,0.0,0.0
4.08,-0.5570907327138593,5.339726611106776,0.0,0.0,0.0
4.09,-0.5048637818167006,5.107153087296574,0.0,0.0,0.0
4.1,-0.4549928187673298,4.867948738925539,0.0,0.0,0.0
4.11,-0.40754930039285925,4.623047709526384,0.0,0.0,0.0
4.12,-0.3625776140642003,4.373206137622542,0.0,0.0,0.0
4.13,-0.3201189992008124,4.119117674374124,0.0,0.0,0.0
4.14,-0.2802229152793284,3.8616401039213155,0.0,0.0,0.0
4.15,-0.24291492309730053,3.601273912588836,0.0,0.0,0.0
4.16,-0.2082194498493867,3.3385032934388867,0.0,0.0,0.0
4.17,-0.17615953588249408,3.073871657061223,0.0,0.0,0.0
4.18,-0.14675308749517943,2.8078169320955193,0.0,0.0,0.0
4.19,-0.12001194593209684,2.5406102352229842,0.0,0.0,0.0
4.2,-0.09594600257278468,2.2725256462493713,0.0,0.0,0.0
4.21,-0.07456246089398538,2.0038890502604967,0.0,0.0,0.0
4.22,-0.05586714778599146,1.7348245615527986,0.0,0.0,0.0
4.23,-0.03986467594275865,1.4654514667344538,0.0,0.0,0.0
4.24,-0.02655469417696363,1.1959324486639904,0.0,0.0,0.0
4.25,-0.0159399641338375,0.9263187026199924,0.0,0.0,0.0
4.26,-0.008022581356082453,0.6566455744625125,0.0,0.0,0.0
4.2700000000000005,-0.0028019550724823097,0.38694713869878705,0.0,0.0,0.0
4.28,-0.0002765674194225447,0.11724934271409015,0.0,0.0,0.0
4.29,-0.00044880156799830277,-0.15245550590489348,0.0,0.0,0.0
4.3,-0.0033197299348384727,-0.42216867715754214,0.0,0.0,0.0
4.3100000000000005,-0.00888501186103489,-0.6918740188270149,0.0,0.0,0.0
4.32,-0.017147501904278925,-0.9615641370797514,0.0,0.0,0.0
4.33,-0.02810861520639102,-1.2312119159341446,0.0,0.0,0.0
4.34,-0.041764278829302344,-1.5007648043506439,0.0,0.0,0.0
4.3500000000000005,-0.05811370584032623,-1.7701465543065955,0.0,0.0,0.0
4.36,-0.0771569118891507,-2.039249168794897,0.0,0.0,0.0
4.37,-0.0988900956378206,-2.3079257510811013,0.0,0.0,0.0
4.38,-0.12330476989271112,-2.575985529254789,0.0,0.0,0.0
4.39,-0.15039665195128502,-2.8431872488613115,0.0,0.0,0.0
4.4,-0.18015749897405192,-3.109234410421653,0.0,0.0,0.0
4.41,-0.21256875776012307,-3.3737821123993683,0.0,0.0,0.0
4.42,-0.2476165077351283,-3.6364075090634294,0.0,0.0,0.0
4.43,-0.28528064321180885,-3.896620623995386,0.0,0.0,0.0
4.44,-0.3255324869954546,-4.15388080454408,0.0,0.0,0.0
4.45,-0.36833853871357153,-4.407567510458937,0.0,0.0,0.0
4.46,-0.41366161639450905,-4.656966070469538,0.0,0.0,0.0
4.47,-0.46145561620830255,-4.901305654480189,0.0,0.0,0.0
4.48,-0.5116635393889021,-5.139798897514881,0.0,0.0,0.0
4.49,-0.5642237994632817,-5.371503047346974,0.0,0.0,0.0
4.5,-0.6190642458456147,-5.595421851748784,0.0,0.0,0.0
4.51,-0.6761023824799195,-5.810649068645959,0.0,0.0,0.0
4.5200000000000005,-0.7352454587556109,-6.0160860227503345,0.0,0.0,0.0
4.53,-0.7963893586227969,-6.210605542045393,0.0,0.0,0.0
4.54,-0.8594211600587384,-6.393154373671572,0.0,0.0,0.0
4.55,-0.9242174884861345,-6.562710766372681,0.0,0.0,0.0
4.5600000000000005,-0.9906393230750188,-6.718118010325138,0.0,0.0,0.0
4.57,-1.0585382910857162,-6.85830685619704,0.0,0.0,0.0
4.58,-1.1277670865727858,-6.9824587764652355,0.0,0.0,0.0
4.59,-1.198153253856648,-7.089581890945798,0.0,0.0,0.0
4.6000000000000005,-1.2695176457711164,-7.17883783346629,0.0,0.0,0.0
4.61,-1.3416880057841152,-7.249602712786965,0.0,0.0,0.0
4.62,-1.4144746983238006,-7.301318487235108,0.0,0.0,0.0
4.63,-1.4876779199113035,-7.333556808596189,0.0,0.0,0.0
4.64,-1.5611018709148616,-7.346046809245344,0.0,0.0,0.0
4.65,-1.6345581452838935,-7.338660096197115,0.0,0.0,0.0
4.66,-1.7078393726018082,-7.311507107244012,0.0,0.0,0.0
4.67,-1.7807439838968528,-7.264874168031781,0.0,0.0,0.0
4.68,-1.8530895685957276,-7.1989124689488895,0.0,0.0,0.0
4.69,-1.9246799742734213,-7.1142879449415855,0.0,0.0,0.0
4.7,-1.9953301574617157,-7.0117520424408175,0.0,0.0,0.0
4.71,-2.064864231952885,-6.891945913236946,0.0,0.0,0.0
4.72,-2.1331149411155947,-6.755685924756802,0.0,0.0,0.0
4.73,-2.1999243171704106,-6.60408257340502,0.0,0.0,0.0
4.74,-2.2651440124353774,-6.438190647911068,0.0,0.0,0.0
4.75,-2.328629179524212,-6.258856279804108,0.0,0.0,0.0
4.76,-2.3902585081295484,-6.067315084906435,0.0,0.0,0.0
4.7700000000000005,-2.449921127141621,-5.8647123092381275,0.0,0.0,0.0
4.78,-2.507497508032638,-5.652027869899876,0.0,0.0,0.0
4.79,-2.5628994713514914,-5.430351641906526,0.0,0.0,0.0
4.8,-2.616048612731104,-5.20069921920791,0.0,0.0,0.0
4.8100000000000005,-2.6668669711057533,-4.964056358293687,0.0,0.0,0.0
4.82,-2.7152823201717617,-4.721355192939529,0.0,0.0,0.0
4.83,-2.7612466579223955,-4.473389202990805,0.0,0.0,0.0
4.84,-2.8047147807522284,-4.22089987910587,0.0,0.0,0.0
4.8500000000000005,-2.845634629515026,-3.964749618574971,0.0,0.0,0.0
4.86,-2.8839786308570727,-3.7054707357731997,0.0,0.0,0.0
4.87,-2.919720603391908,-3.4435696212151576,0.0,0.0,0.0
4.88,-2.9528339924601092,-3.179655805695014,0.0,0.0,0.0
4.89,-2.9833004129072456,-2.9141490200006004,0.0,0.0,0.0
4.9,-3.011106559441464,-2.647352305973613,0.0,0.0,0.0
4.91,-3.0362413594133018,-2.379579068583454,0.0,0.0,0.0
4.92,-3.0586961661495793,-2.1111642713153027,0.0,0.0,0.0
4.93,-3.0784646134430678,-1.842249136368338,0.0,0.0,0.0
4.94,-3.0955416335271915,-1.572968333992615,0.0,0.0,0.0
4.95,-3.1099271532878046,-1.3035136812252517,0.0,0.0,0.0
4.96,-3.1216176438800924,-1.0339329052942132,0.0,0.0,0.0
4.97,-3.1306109137872147,-0.7642731841651002,0.0,0.0,0.0
4.98,-3.1369074083325166,-0.4945790964497917,0.0,0.0,0.0
4.99,-3.140506846818341,-0.2248722493185433,0.0,0.0,0.0
5.0,-3.1414064430807853,0.04485532143316284,0.0,0.0,0.0
