time,imc.i_0_s,imc.idq_sr[1],imc.idq_sr[2],imc.idq_rr[1],imc.idq_rr[2]
6.87,-1.2505708734891213e-10,-11.608372654772767,4.8369424685168285,6.589516718778932,3.7538805869424796
6.88,-1.410701445537761e-10,-11.629519695868247,4.785783548661132,6.57291296282002,3.782877957324073
6.890000000000001,-1.5607055654475964e-10,-11.650439177587677,4.734528798067769,6.55617955747631,3.8118053920175794
6.9,-1.699484664027559e-10,-11.671130556953315,4.6831790894021665,6.539316712220317,3.8406624143644206
6.91,-1.82594017208662e-10,-11.691593290987432,4.63173529532974,6.522324636524554,3.8694485477060283
6.92,-1.9389735204337375e-10,-11.711826836712289,4.58019828851591,6.505203539861533,3.8981633153838278
6.93,-2.0374861398778697e-10,-11.731830651150151,4.528568941626094,6.4879536317037685,3.926806240739248
6.94,-2.1203794612279818e-10,-11.751604191323281,4.476848127325708,6.470575121523767,3.955376847113719
6.95,-2.1865549152930156e-10,-11.771146914253942,4.425036718280179,6.45306821879405,3.9838746578486623
6.96,-2.2349139328819383e-10,-11.790458276964399,4.373135587154924,6.435433132987125,4.012299196285508
6.97,-2.2643579448037075e-10,-11.809537736476914,4.321145606615361,6.417670073575506,4.0406499857656835
6.98,-2.273788381867281e-10,-11.828384749813756,4.269067649326906,6.399779250031704,4.0689265496306195
6.99,-2.2621066748816148e-10,-11.84699877399718,4.216902587954986,6.381760871828235,4.097128411221738
7.0,-2.228214254655669e-10,-11.865379266049457,4.164651295165017,6.363615148437609,4.12525509388047
7.01,-2.1710125519984018e-10,-11.883525682992849,4.112314643622419,6.345342289332341,4.1533061209482405
7.0200000000000005,-2.089402997718762e-10,-11.901437481849621,4.059893505992605,6.32694250398494,4.181281015766481
7.03,-1.9822870226257226e-10,-11.919114119642034,4.007388754941004,6.308416001867924,4.209179301676615
7.04,-1.8485660575282358e-10,-11.936555053392352,3.954801263133032,6.289762992453801,4.23700050202007
7.05,-1.6871415332352584e-10,-11.95375974012284,3.902131903234108,6.270983685215087,4.264744140138275
7.0600000000000005,-1.496914880555731e-10,-11.970727636855761,3.8493815479096467,6.252078289624292,4.292409739372659
7.07,-1.2767875302986454e-10,-11.98745820061338,3.796551069825077,6.2330470151539314,4.319996823064647
7.08,-1.0256609132729438e-10,-12.003950888417961,3.7436413416458123,6.2138900712765155,4.347504914555667
7.09,-6.920305373442866e-11,-12.020303437225806,3.690778865052312,6.194703764223095,4.374810097224679
7.1000000000000005,-2.4908585706011466e-11,-12.036565436487741,3.638028595858629,6.175537322260597,4.401848927896501
7.11,2.4211186348535074e-11,-12.05261514587543,3.5852364829003234,6.1562724497704515,4.428773154235399
7.12,7.832092550061248e-11,-12.068453091004809,3.5324047648019143,6.1369104010812645,4.45558095742518
7.13,1.3435119049473989e-10,-12.08406945684717,3.4795228247910783,6.117441871710789,4.482283787388863
7.140000000000001,1.7267943294641777e-10,-12.099401501881218,3.426514248353762,6.097803514044718,4.508961007400297
7.15,2.053368604853194e-10,-12.114487693516995,3.3734284430132373,6.078035324699118,4.535562113112676
7.16,2.3166928668323255e-10,-12.129325939201438,3.32026439250976,6.058135884595642,4.562088645249073
7.17,2.5102252511194127e-10,-12.143914146381478,3.26702108058359,6.038103774655952,4.588542144532552
7.18,2.627423893432297e-10,-12.158250222504055,3.2136974909749894,6.017937575801707,4.614924151686179
7.19,2.6617469294888196e-10,-12.172332075016104,3.1602926074242124,5.997635868954558,4.641236207433025
7.2,2.606652495006814e-10,-12.186157611364555,3.1068054136715304,5.97719723503617,4.6674798524961485
7.21,2.455598725704128e-10,-12.199724738996348,3.0532348934571987,5.9566202549681995,4.693656627598621
7.22,2.2785255643047717e-10,-12.213067989191462,2.999598569969029,5.935939913385389,4.719749090804631
7.23,2.0777459155486026e-10,-12.226189509563152,2.945897573373102,5.915159005891074,4.74575658509812
7.24,1.8139904455370638e-10,-12.23907153578712,2.8921229541608535,5.8942605358276134,4.771688774106354
7.25,1.4867385971192677e-10,-12.25171485865414,2.838275155657662,5.873245950130763,4.797545704073861
7.26,1.0954698131443421e-10,-12.264120268954981,2.7843546211889127,5.85211669573628,4.823327421245167
7.2700000000000005,6.396635364613712e-11,-12.276288557480427,2.730361794079985,5.830874219579919,4.8490339718648015
7.28,1.1879920991956353e-11,-12.288220515021246,2.676297117656273,5.80951996859744,4.8746654021772855
7.29,-4.6764372363199076e-11,-12.299916932368214,2.6221610352431557,5.788055389724603,4.90022175842715
7.3,-1.0970051238519745e-10,-12.311376499009835,2.567958360283961,5.766479854184747,4.9256988315709425
7.3100000000000005,-1.4613608333542093e-10,-12.322572045595452,2.5137476853371155,5.744767189273522,4.951040046559338
7.32,-1.7770212906487448e-10,-12.333523924008372,2.459488772155241,5.722938164802333,4.976285062253666
7.33,-2.0324651831167495e-10,-12.344231833458393,2.4051843342452397,5.70099314941934,5.001431714368612
7.34,-2.216171198139358e-10,-12.35469547315532,2.3508370851140175,5.6789325117727065,5.026477838618857
7.3500000000000005,-2.3166180230977102e-10,-12.364914542308957,2.2964497382684765,5.656756620510593,5.0514212707190875
7.36,-2.3222843453729216e-10,-12.374888740129098,2.242025007215534,5.6344658442811655,5.0762598463839765
7.37,-2.2216488523461402e-10,-12.384617765825547,2.1875656054620913,5.612060551732585,5.100991401328212
7.38,-2.0031902313985e-10,-12.394101318608106,2.1330742465150547,5.589541111513014,5.125613771266475
7.390000000000001,-1.7789928715391762e-10,-12.403347067834686,2.07853336475763,5.566915408001441,5.150145290357421
7.4,-1.5818781967057688e-10,-12.412357571953565,2.0239383986938124,5.544186506065281,5.174591147998355
7.41,-1.3194308992176862e-10,-12.421127314095404,1.969305333542983,5.521349855667842,5.198935764656902
7.42,-9.887676603597807e-11,-12.429656550451522,1.914635465636751,5.498406350682548,5.223178408549899
7.43,-5.870051614169055e-11,-12.437945537213224,1.8599300913067263,5.475356884982825,5.247318347894183
7.44,-1.1126008367386622e-11,-12.445994530571834,1.8051905068845138,5.452202352442095,5.271354850906597
7.45,4.41350891584399e-11,-12.453803786718664,1.750418008701734,5.428943646933789,5.295287185803971
7.46,1.0737110830730779e-10,-12.461373561845026,1.6956138930899913,5.405581662331326,5.319114620803148
7.47,1.7887038095073176e-10,-12.46870411214224,1.6407794563808962,5.382117292508135,5.342836424120964
7.48,2.1284607513752396e-10,-12.475794304537299,1.5859046583541165,5.358549005615047,5.366463828861067
7.49,2.4012233044921804e-10,-12.482645315941156,1.5309983085162937,5.334879303146438,5.389988173643246
7.5,2.59554288487211e-10,-12.489257359331386,1.4760613505701,5.311109003522456,5.413409098857937
7.51,2.698194895975239e-10,-12.495630642330509,1.4210946845203545,5.287238915813067,5.4367262910154075
7.5200000000000005,2.6959547412617714e-10,-12.501765372561044,1.366099210371872,5.263269849088229,5.459939436625924
7.53,2.575597824191917e-10,-12.507661757645515,1.311075828129483,5.239202612417912,5.483048222199751
7.54,2.32389954822589e-10,-12.513320005206436,1.2560254377980007,5.215038014872077,5.5060523342471575
7.55,1.9276353168239003e-10,-12.518740322866327,1.2009489393822463,5.190776865520683,5.528951459278412
7.5600000000000005,1.52766020344121e-10,-12.523916415752755,1.1458502849097536,5.166413256562104,5.551742578839387
7.57,1.2279640883266285e-10,-12.528843544784069,1.0907326961793025,5.141942887277391,5.5744233216673456
7.58,8.730093772118979e-11,-12.533527923498761,1.035594254248198,5.1173727706577115,5.596995872665695
7.59,4.6247544375153084e-11,-12.537969214943931,0.9804361147241585,5.092703153243844,5.619459691807489
7.6000000000000005,-3.9583384000033206e-13,-12.54216708216668,0.9252594332148966,5.067934281576568,5.641814239065774
7.61,-5.266125955881091e-11,-12.5461211882141,0.87006536532814,5.043066402196667,5.664058974413596
7.62,-1.1058079541583124e-10,-12.549831196133297,0.8148550666716016,5.01809976164492,5.686193357824005
7.63,-1.7418650404560996e-10,-12.553296768971366,0.7596296928529992,4.993034606462108,5.70821684927005
7.640000000000001,-2.4351044808270226e-10,-12.556517569775407,0.7043903994800456,4.967871183189009,5.73012890872478
7.65,-2.784860590549313e-10,-12.559498061953807,0.6491374844915785,4.942613940347012,5.75193046225875
7.66,-3.0136436592758776e-10,-12.562235248635789,0.5938725787363743,4.917260796126451,5.77362015746887
7.67,-3.1386176650951905e-10,-12.564728591230207,0.538596873848367,4.891811820564728,5.795197392745048
7.68,-3.14461146463906e-10,-12.566977938242093,0.48331149229995607,4.866267422542624,5.816661684701779
7.69,-3.0164539145392753e-10,-12.568983138176481,0.42801755656353646,4.840628010940908,5.838012549953561
7.7,-2.738973871427666e-10,-12.570744039538392,0.3727161891115178,4.814893994640363,5.859249505114885
7.71,-2.297000191936033e-10,-12.572260490832862,0.31740851241629486,4.789065782521761,5.880372066800251
7.72,-1.675361732696185e-10,-12.573532340564919,0.2620956489502673,4.763143783465879,5.901379751624152
7.73,-1.071374815854617e-10,-12.574559972733434,0.20677668570947125,4.737128671351089,5.922274295894606
7.74,-7.548164487830128e-11,-12.575343953946874,0.15145001556896515,4.711021210423013,5.943058192860804
7.75,-4.3174370044399346e-11,-12.575883430172006,0.09611943143340229,4.684821461900256,5.963728047022268
7.76,-1.0904407550504957e-11,-12.57617830550429,0.04078584446927568,4.6585298621733955,5.984283605423268
7.7700000000000005,2.0639492136635487e-11,-12.576228484039191,-0.0145498341569265,4.632146847633011,6.004724615108071
7.78,5.076857855026731e-11,-12.576033869872173,-0.06988669327870138,4.605672854669689,6.02505082312094
7.79,7.879410122364424e-11,-12.575594367098693,-0.12522382172956054,4.579108319674005,6.0452619765061435
7.8,1.0402730969001718e-10,-12.574909879814221,-0.18056030834301104,4.552453679036543,6.065357822307949
7.8100000000000005,1.2577945348263884e-10,-12.57398031211421,-0.23589524195256462,4.52570936914788,6.085338107570625
7.82,1.433617821347562e-10,-12.57280556809413,-0.29122771139171827,4.498875826398603,6.105202579338436
7.83,1.5608554517962225e-10,-12.571385551849442,-0.34655680549398377,4.471953487179286,6.124950984655649
7.84,1.6326199215048793e-10,-12.569720167475609,-0.4018816130928681,4.444942787880515,6.144583070566531
7.8500000000000005,1.6745459378991153e-10,-12.567810996115476,-0.4571995387409428,4.4178456541943705,6.164097047621019
7.86,1.8744927803737677e-10,-12.565667984219074,-0.5124995856017621,4.39067144062187,6.183483462156817
7.87,2.0618299610637406e-10,-12.563282592275963,-0.5677893225342807,4.3634130852115085,6.202749797166936
